"","Attribute","Term_Freq","Doc_Freq","TFIDF","Camera","Battery","Performance","Memory"
"535","support",1,1,5.04985600724954,2,1,0,0
"536","sure",2,2,8.71341765337918,0,0,0,0
"537","swam",1,1,5.04985600724954,0,0,0,0
"538","switched",1,1,5.04985600724954,0,0,0,0
"539","switching",1,1,5.04985600724954,0,0,0,0
"540","tag",1,1,5.04985600724954,0,0,0,0
"541","takes",2,2,8.71341765337918,0,3,5,0
"542","talking",1,1,5.04985600724954,1,0,0,0
"543","technology",1,1,5.04985600724954,5,7,1,2
"544","telegramming",1,1,5.04985600724954,0,0,0,0
"545","term",1,1,5.04985600724954,0,1,0,5
"546","terrible",1,1,5.04985600724954,0,0,0,0
"547","thank",2,6,6.51619307604296,0,0,0,0
"548","thanks",4,4,14.6542465845186,0,0,0,0
"549","thing",2,13,4.969813299576,0,0,1,0
"550","things",1,1,5.04985600724954,0,1,1,0
"551","thought",1,1,5.04985600724954,0,1,0,0
"552","thumbs",1,1,5.04985600724954,0,0,0,0
"553","time",11,14,26.5187854539771,9,10,20,5
"554","times",2,3,7.90248743716286,1,4,0,1
"555","today",1,2,4.35670882668959,1,0,0,1
"556","told",1,1,5.04985600724954,0,0,0,0
"557","touch",4,5,13.7616723792617,2,1,0,0
"558","try",1,1,5.04985600724954,0,0,0,0
"559","u",3,114,0.940972676565125,0,0,0,0
"560","ultimate",1,1,5.04985600724954,0,0,0,0
"561","unbeatable",1,1,5.04985600724954,0,0,0,0
"562","undamaged",1,1,5.04985600724954,0,0,0,0
"563","unlock",1,2,4.35670882668959,0,0,0,0
"564","unlocking",1,1,5.04985600724954,0,0,0,0
"565","update",3,6,9.77428961406445,0,2,1,1
"566","updates",3,3,11.8537311557443,0,0,0,0
"567","upgrade",2,2,8.71341765337918,0,0,0,0
"568","Ur",1,1,5.04985600724954,0,0,0,0
"569","usable",1,1,5.04985600724954,0,0,0,0
"570","usage",5,5,17.2020904740772,0,1,4,0
"571","use",13,11,34.4754895478652,13,14,5,4
"572","used",5,4,18.3178082306482,12,33,5,15
"573","useful",1,1,5.04985600724954,2,0,4,0
"574","user",1,1,5.04985600724954,6,0,4,0
"575","using",8,8,23.7633157245576,10,9,3,5
"576","v",8,79,5.44326523826012,0,16,0,1
"577","Valenka",1,1,5.04985600724954,0,0,0,0
"578","value",1,1,5.04985600724954,0,3,3,3
"579","verified",1,1,5.04985600724954,0,0,0,0
"580","video",3,3,11.8537311557443,7,0,0,0
"581","view",1,2,4.35670882668959,1,0,0,0
"582","vivo",11,27,19.2942105536973,0,0,0,0
"583","voice",1,1,5.04985600724954,0,0,0,0
"584","volt",1,1,5.04985600724954,0,0,0,0
"585","volume",1,1,5.04985600724954,1,3,0,0
"586","vying",1,1,5.04985600724954,0,0,0,0
"587","wandering",1,1,5.04985600724954,0,0,0,0
"588","wans",2,2,8.71341765337918,0,0,0,0
"589","want",2,4,7.32712329225929,0,0,1,0
"590","wants",2,2,8.71341765337918,0,0,0,0
"591","warranty",1,1,5.04985600724954,0,0,0,0
"592","was",2,3,7.90248743716286,0,0,0,0
"593","waste",3,3,11.8537311557443,0,1,1,0
"594","weed",1,1,5.04985600724954,0,0,0,0
"595","weight",2,2,8.71341765337918,0,3,1,0
"596","went",1,1,5.04985600724954,0,1,0,0
"597","white",3,3,11.8537311557443,0,0,0,0
"598","winner",1,1,5.04985600724954,0,0,0,0
"599","wonder",2,3,7.90248743716286,0,0,0,0
"600","wonderful",1,1,5.04985600724954,0,0,0,0
"601","wont",1,1,5.04985600724954,0,0,0,0
"602","word",1,1,5.04985600724954,0,0,1,3
"603","work",2,18,4.31896849870674,2,0,8,1
"604","worked",1,1,5.04985600724954,0,0,0,0
"605","working",10,10,27.4727091425549,1,4,0,0
"606","works",4,3,15.8049748743257,0,0,0,0
"607","worst",4,4,14.6542465845186,0,0,0,1
"608","worth",5,6,16.2904826901074,0,0,0,0
"609","worthy",1,1,5.04985600724954,0,0,0,0
"610","writing",1,1,5.04985600724954,0,0,0,1
"611","wrong",1,1,5.04985600724954,0,0,0,0
"612","x",1,22,1.95881355389122,2,4,0,0
"613","Ximian",1,1,5.04985600724954,0,0,0,0
"614","year",4,5,13.7616723792617,2,3,0,0
"615","years",1,1,5.04985600724954,4,2,0,0
"616","Zeno",1,1,5.04985600724954,0,0,0,0
