,Mobile,Rating,Date,Review,Month,Year,Audio,Battery,Camera,Design,Fingerprint,Memory,OS,Performance,Others
93,,4,19-Feb-19,one plus became favorite brand since i used op months after months use i exchanged op t Clarence edition though i received good value months old op i gladly accepted special edition incredible phone i can say one word oxygen OS fluidized working heard make even better everyday GB ram GB storage enough and look back side presentation also remarkable but i really miss notification led mm headphone jack op but i consider bigger battery better display t Clarence oh i forgot wrap charge incredible specially work t Clarence normal t much faster op regular dash charge a sample photo attached understanding Hoboken effect picture quality,Feb,2019,Yes,Yes,,Yes,,Yes,Yes,Yes,
94,,1,11-Nov-18,worst camera quality gives color issues,Nov,2018,,,Yes,Yes,,,,,
95,,3,15-Nov-18,i think red pretty much change upgrading one plus to t d product good u get used the in display fingerprint sensor lagging terms speed pictures r good capturing image slow u may get blurred shaky images battery life good sound system better hope one plus solves d issues next updates,Nov,2018,Yes,Yes,,Yes,Yes,,Yes,Yes,
96,,4,15-Nov-18,one plus always rocks been using since Nov i just love mi one plus user since camera improved lot still match phone quality yet compared phones except phone t camera way good audio quality performance battery life awesome only con i see phone heavy,Nov,2018,Yes,Yes,Yes,,,,,Yes,
97,,5,08-Nov-18,purchased midnight black GB ram GB storage a premium smart phone sleek fast good looking have using system nearly week impressed performance phone battery charge holding good days thanks super fast charging gets charged soon have watching videos playing games like asphalt need speed fife the graphics performance good sound quality good haven't noticed heating issues far impressed screen fingerprint scanner face detection also awesome haven't noticed lag call quality good overall good solid built phone,Nov,2018,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,
98,,5,03-Mar-19,i writing review using phone weeks days accurate everything phone awesome battery backup photos quality screen quality sound quality appearance everything just amazing previously using is Hamsun trust phone feel closest perfection totally love it everything can ask smart phone even being is Hamsun user previously can say enjoying one plus t enjoyed using is Hamsun ,Mar,2019,Yes,Yes,,Yes,,,,,
99,,2,18-Nov-18,don't buy phone you can buy phone range k get good performance buying phone bad performance the camera quality poor zooming picture blurred worst this phones battery also draining fast the sound quality speaker heard speakers full volume the performance camera night also poor,Nov,2018,Yes,Yes,Yes,,,,,Yes,
100,,5,05-Nov-18,i doubts buying speakers loud enough almost per many dual speaker phones notch phone hides notch pretty well headphone jack easily survived days adapter always fixed headphone wire now i even remember headphone jack also adapter available cheap rates everywhere phone superb please compare polo oxygen OS far superior,Nov,2018,Yes,,,,,,Yes,,
101,,2,09-Mar-19,does use global standard power pin it big u need carry means you use others case forgot head set jack space available mean kt use one plus specific adapter want use power charging fast it took hours charged already half gone within hours some pap working it diagonally actually near horizontal the finger print reader overlapping keyboard many time finger print recognize do recommend lost huge money,Mar,2019,,Yes,,Yes,Yes,,,Yes,
102,,5,11-Nov-18,marvelous simply awesome mobile no heating issue long lasting battery picture quality superb fingerprint scanner little slow overall nice product,Nov,2018,,Yes,,,Yes,,,,
103,,4,16-Feb-19,pros works described battery much improved one plus t phone replaced much smoother operate cons the display great compared mobiles similar price range slightly expensive other thoughts not worthwhile upgrade one plus t also ,Feb,2019,,Yes,,Yes,,,,,Yes
104,,1,20-Feb-19,the one plus smart phone horrible defective smart phone talking entire model one unit basic function phone call get calls working within months buying seen problem one plus t one plus brand new pieces like within week thought software problem will solved till now one plus t company selling faulty phones amazon selling faulty phones either definitely buy this phone or any other phone of one plus huge warning for people reading this review and amazon you better read this review and correct yourself,Feb,2019,,,,,,,Yes,,
105,,5,19-Jan-19,best thing phone software better optimized pixel can install Google cam u want Google night mode great performance premium looks unbeatable price trust homophone even compare fluidity usability oxygen OS using mints problems faced great community support also present get regular monthly update swill highly recommend buy lode panel also supports hr playing pub will make friends jealous fast charger die just one hour charge last hours screen time hours plus hours battery saver hardware great software one plus leading oxygen OS better stock android global dark mode inbuilt clocker touch id support AR support many awesome features best purchase date,Jan,2019,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes
106,,5,06-Nov-18,bought red mi note exchange instant discount icicle card cash back amazon pay day launch its days phone experience great pros the screen fingerprint fast enough excellent display great battery life getting days superb build quality android pie box d corning gorilla glass screen GB ram GB ROM base t version comes dash charger will charge mobile hrs no sign heating heavy usage speaker sound quality good loud enough both front rear camera takes good pictures cons no mm jack an extra connector will provided box connect mm jack headphone no wireless charging it glass back means fingerprint magnet we use back case will get good quality back case box it inch screen not people small hands no notification light this phone excellent value money just go will never regret,Nov,2018,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
107,,5,08-Nov-18,hi review months use phone well i sold lox i back fa is well i sold doesn't liked using android wasn't able adjust android is user long time better go phone phone doesn't give premium feel phone Hamsun high end phones gives ah well i donut like big phone big liking horrible speaker price now phone camera avg battery good charging super fast no lags phone one best phone android update users oxygen OS better i feel final one is user stick phone u love android best thing u can ,Nov,2018,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes
108,,1,06-Nov-18,no earphone case cover cover absolutely fake products big cheating e,Nov,2018,Yes,,,,,,,,
109,,5,17-Dec-18,one plus t amazing phone speed performance camera quality it also good battery backup can easily go unto days least day long INTERNET browsing video streaming music if hard core gamer like can definitely count phone great gaming performance without lag heating issues can easily support hours gaming time without charging i using days now already big fan one plus device this ND one plus phone proved really flagship killer,Dec,2018,Yes,Yes,Yes,Yes,,,,Yes,
110,,4,04-Nov-18,really like product there minute changes t if product big upgrade however planning buy phone upgrade say yes surely steal deal the screen finger sensor rather slow face unlock compensates i personally use blue tooth users may find headphone jack inconvenience the connector provided works wonders look better way blue tooth headphones now become cheaper todays world over i say in screen sensor little slow mi sure work feature soon,Nov,2018,Yes,,,Yes,Yes,,,,
111,,2,07-Mar-19,camera just average despite dual lens if reason upgrade camera i moved t t best decision compared ts aluminum body t glass fragile t bulky like hell battery life good on normal usage lasts around days speed good also depends INTERNET speed ,Mar,2019,,Yes,Yes,Yes,,,,Yes,
112,,4,14-Feb-19,had return entire handset due faulty charger the replacement unit good phone compared phone s honor in aspects better phone s even phone aspects speed wise honor the image quality honor cases honor images better video picture quality felt better h overall stabilization much better one plus t where beats h selfish camera battery life slightly less h due screen size screen quality slightly better h if helps,Feb,2019,,Yes,Yes,Yes,,,,Yes,
113,,4,05-Nov-18,top notch round performance,Nov,2018,,,,,,,,Yes,
114,,5,04-Nov-18,the best part phone display along display fingerprint sensor aesthetically pleasing notch battery life improved quite bit last gen opt oxygen OS continuer best android experience IMO only little aggressive pricing bang buck camera quality decent expected bit video quality great,Nov,2018,,Yes,Yes,Yes,Yes,,Yes,,
115,,5,28-Nov-18,dislike first no headphone jack Geneva converter though no card slot slightly slower fingerprint unlocking hardware but super fast amazing phone some additional things like in built pap cloning run instances pap in built pap lock however uses password screen lock,Nov,2018,Yes,,,Yes,Yes,Yes,,Yes,
116,,5,06-Nov-18,over past couple years every phone one plus made indeed incrementally better previous one makes that can traced back time one plus t succeeded one plus e already good phone time this unflinching consistency paid dividends the one plus already great phone subtle changes make one plus t even better many respects foremost new android board improved camera the thing already invested one plus really donut need rush buy t but anyone else looking genuine upgrade existing phone ticking boxes,Nov,2018,,,Yes,Yes,,,Yes,,
117,,5,21-Jan-19,i using phone x wanted buy phone dual seem good performance decent camera vanilla experience OS t came around time got good exchange price older phone i pretty impressed far one plus come one plus everything good phone except picture quality i just put cam version Eda one plus viola information get pixel quality pica headphone jack something i kind miss though i many blue tooth headsets still places headphone jack comes handy loved ambled display well one brightest direct sunlight still maintain colors sun unlike mi phone gets completely washed ,Jan,2019,Yes,,Yes,Yes,,,Yes,Yes,Yes
118,,5,08-Nov-18,amazing phone i recommended thousands you can go one plus t unlock the speed ,Nov,2018,,,,,,,,Yes,
119,,5,27-Jan-19,the phone good performs well fast finger print sensor little slower i expected believe one plus better finger print scanner facial recognition however point recognizes unlocks faster fingerprint scanner pictures quality clean clear bright light night still takes good pictures docent seem well dark lighting battery life good charges fast satisfied purchase absolutely love phone,Jan,2019,Yes,Yes,Yes,,Yes,,,Yes,
120,,5,10-Nov-18,what amazing device the price justified offers believe may better looking phone among flagships i bet better phone live compared others reason polished software its low priced pixel functionality the super slow motion great the notch fact beauty spot display great camera good in display finger print reader works like charm battery life amazing personally complaint huge size phone,Nov,2018,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes
121,,2,21-Jan-19,a month i purchased phone amazon it good phone great battery backup also quickly charges i like phone much the phone never get hangs heats display quality good camera quality average you tube videos misguides people camera shown great actually image quality selfish camera poor cheap even vivo v pro much better selfish camera lot details also costs nearly half price one plus t you can also face software lags one plus phone little bit heavier OK however built quality handset good overall good value money as phone accessories bit costly i personally recommend go vivo v pro Hamsun a go vivo ex phone spend phone,Jan,2019,,Yes,Yes,Yes,,,Yes,,Yes
122,,4,19-Jan-19,i one plus user long time purchased one plus one invite system earlier days had years one plus t lives reputation great display great battery life Google night cam makes camera even better clicks good pica day light n night sound quality better biggest con according display fingerprint sensor it takes multiple attempts often n sometimes unlocks people finger prints just checking new feature bit embarrassing much gimmick safety other great phone price range,Jan,2019,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes
123,,5,10-Nov-18,the phone really great lot interesting features pros the dash charging jaw dropping speed the face unlock also quiet fast android pie oxygen OS makes phone smooth easy use cons the screen fingerprint magnet the brightness quiet bright the battery life may enough gamer there issues callas filled weird sounds,Nov,2018,,Yes,,Yes,Yes,,Yes,Yes,
124,,1,10-Jan-19,i got first unit replaced due issue air tel g phone able catch g signal the second phone replaced also issue moreover second one gap frame back glass gap wide enough water drop get phone was high expectation bought phone it big disappointment see faulty product delivered twice one plus forums multiple complaints raised g issue,Jan,2019,,,,Yes,,,,,
125,,4,04-Nov-18,i like phone much messages option nice sending notifications one category but better provided radiogram default pap also also pica displayed one place will easier now go collections search require pix sent friends i understand second camera works if option changing camera use giving cameras backside,Nov,2018,,,Yes,Yes,,,,,
126,,1,16-Dec-18,the product big failure i ordered phone twice amazon times i faced voice echo issue air tel network phone calls even changing seem card all callers complaining even stopped calling phone call instead year old phone top terrible support team one plus basic courtesy responding emails the service center equally pathetic untrained rude guys ready help either highly recommend not to buy,Dec,2018,Yes,,,,,Yes,,,
127,,5,11-Nov-18,this mobile best i ever seen picture quality speed awesome sound bit louder battery main perspective fulfilled great battery life gaming experience super graphics awesome hanging even full graphical game camera good overall best,Nov,2018,Yes,Yes,Yes,,,,,Yes,
128,,4,16-Nov-18,pretty good mobile going upgrade earlier versions sound output using sub c adapter great picture quality natural light awesome better mobiles like note phone in low light struggles night mode just increases saturation exposure battery life better previous models don't color specific matter anyways will end buying back cover,Nov,2018,Yes,Yes,,Yes,,,,,
129,,5,04-Nov-18,amazon delivered beauty onetime this first one plus device i just loving the device smooth performance crisp only issue i facing battery life draining fast surprisingly Google play consuming maximum power i hope one plus will fix update also i really impressed fast charging phone super fast highly recommended,Nov,2018,,Yes,,Yes,,,Yes,Yes,
130,,3,04-Jan-19,issues camera not good specified expected proximity sensor phone automatically switches on bluestocking etc talking finger sensor have wait unlock phone immediately removing touch unlock work color phone create colors like apple separate jack earphone not available battery heat charging power bank in range k issues needs improvement ,Jan,2019,Yes,Yes,Yes,Yes,Yes,,,Yes,
131,,5,25-Nov-18,had using one plus two since without problem ever needed memory decided go t the exchange delivery glitch free phone dream good look great speed awesome cameras sharp clicks night view ease operation one need now less two months i wake one morning find power button working battery showing charging even connected charger no service center Harbin go w repair,Nov,2018,,Yes,,,,Yes,,Yes,
132,,5,18-Dec-18,excellent phone though ism challenge getting used android system using phone years i bought i believe far superior camera phone also i got good deal exchange old phone s GB though delivery agent seemed dishonest wanted give charger cable exchange deal clearly mentioned compulsory the cash back Citibank cost emu made affordable,Dec,2018,,Yes,Yes,,,Yes,Yes,,Yes
133,,5,04-Jan-19,switched Hamsun s damn happy switch op best battery life best performance amazing camera rear front nice built features like phone mode change slider call record etc superb screen complete button less on screen handling new gestures list goes i bet nobody can ever regret buying beast sure phones surely better option Hamsun counterparts price,Jan,2019,,Yes,Yes,Yes,,,,Yes,Yes
134,,3,04-Nov-18,as mentioned subjects doubt masterpiece product just suggestion go exchange offer reason delivery guy drops am morning wait cause hurry i needed check product even ready handover phone data lost thanks delivery boy bad experience even getting new t phone,Nov,2018,,,,,,,,,
135,,4,04-Nov-18,camera work comparatively compromising phones else best flagship phone yet,Nov,2018,,,Yes,,,,,,
136,,5,29-Nov-18,battery life awesome on heavy usage battery will stand day on minimal usage battery will stands easily days apart dash charging awesome to charge whole ham battery charging takes around hour minutes thanks dash charging picture quality good compared mobile prices rang night scape mode good oxygen OS updates released make camera battery sound quality good expect value money final tip don't compare one plus t Hamsun galaxy s Google pixel apple x XS they really expensive compared one plus t in budget one plus best available option bang bucks,Nov,2018,Yes,Yes,Yes,,,,Yes,,Yes
137,,4,31-Dec-18,when i got product doubtful fingerprint sensor it still hit miss works like charm time the battery quality damn good ii super loudspeakers better camera good performs average low lightings the cons providing headphone jack apart good phone consider k gaming damn good device got nearly hr screen time playing pub continuously recommend playing long though due dash charge low battery issue,Dec,2018,Yes,Yes,Yes,Yes,Yes,,,Yes,
138,,5,02-Jan-19,battery good camera awesome speaker loud clear face unlock good expected it better face unlock works low light slow motion awesome night mode good could better but night mode necessary phone awesome flash x zoom good display perfect smooth performance no hearing issues goes charge hour,Jan,2019,Yes,Yes,Yes,Yes,,,,Yes,
139,,5,10-Jan-19,i using phone past days one biggest concern everybody battery life this beast great battery life on moderate use battery lasted almost hours without charging i getting hrs screen time usage single charge it might possible people might received faulty piece due facing battery drain issues the sound quite loud despite fact got single speaker the thing bothering screen brightness issue one needs keep phones brightness almost view screen sunny conditions outside i suppose fix issue sometime soon the build quality phone camera quality great so whomsoever wishes get new phone make perfect choice,Jan,2019,Yes,Yes,Yes,Yes,,,,,
140,,5,08-Nov-18,this phone beast say least SD processor can handle anything everything thrown its butter smooth looks classy all glass body looks premium nature battery good since i using maybe due rogue pap draining faster nevertheless complete package one plus vie loyal one plus user since day launched India they never disappoint customers say least this latest offering one plus surely best till date,Nov,2018,,Yes,,Yes,,Yes,,Yes,
141,,1,21-Nov-18,got defect one right top can find dot inside screen Lyndon i removed scratch card my piece advice everyone kindly buy product authorized one plus show room experience center because loose money like even defect found one plus show room guy they showed screen defect we buy one product k know whether new one good condition so better buy retail store can experience alas loose money like i even asked option return only change screen you know done something like you loose feel specialization Weldon forget remove scratch card soon bought device ,Nov,2018,,,,Yes,,Yes,,,
142,,2,22-Jan-19,i opened seal tried charge mobile t charged min stopped charging i used charger another mobile working i used another charger mobile mobile charging i know technical issue product i tried contacting customer care ran tests mobile failed test returned everything OK as genuine customer worries test run mobile shown otherwise i done ,Jan,2019,,Yes,,,,,,,
143,,3,04-Nov-18,there notification led i really like animation finger print censor expected slimmer phone but one plus t feels heavy ,Nov,2018,,,,,Yes,,,,
144,,5,26-Dec-18,the product packing good minus point one plus providing earphone smart phones kindly look needful next time good phone without earphone suitable using vivo earphone also wonderful experience OK one plus smart phone vivo earphone using waiting next time something surprising one plus,Dec,2018,Yes,,,,,,,,
145,,4,30-Dec-18,lock unlock sometimes new phone hangs unlock does recognize finger face even sense touch screen then whats difference Hamsun old phone new one plus t camera good low light still problem Corilla glass phones screen chipped bit left edge one months usage not sure company will replace free cost applications fast GB ram phone full thus up sound quality match Hamsun note s battery life good full day use charges quickly,Dec,2018,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,
146,,5,26-Dec-18,used day performance great new device will work smoothly initial days the total usable ram GB GB shows available normal operations per an tutu pap sound quality loud clear rear camera picture quality great i find front facing camera great given price phone overall just one plus t extra ram i attached an tutu benchmark scores ranking i currently rank ,Dec,2018,Yes,,Yes,Yes,,Yes,,Yes,Yes
147,,5, 9-nov-18,as know one plus never disappointed customers the disappoint i buying one plus valued this shows drastic price one plus can go apart phone completely similar one plus interns build quality performance the due drop display special features just apparel stuff the fingerprint sensor front upside downside the upside ease use downside display breaks ready pay lot,nov,2018,,,Yes,Yes,Yes,,,Yes,Yes
148,,5,16-Nov-18,very nice phone expected tech giants battery life good best i can say despite increased capacity it hell fast smooth camera quality awesome sound loud clear fingerprint sensor needs bit improvement quite satisfied phone would definitely recommend u want good processor performance budget,Nov,2018,Yes,Yes,Yes,,Yes,,,Yes,Yes
149,,2,04-Nov-18,i didn't realize display rounded looks odd,Nov,2018,,,,Yes,,,,,
150,,4,20-Dec-18,pros all mentioned comments will find pros common phones important cons cons battery life good looks manageable people using phones like moot Nanook Hamsun etc will tough time battery one camera good Salomo night mode good honestly i even liked night mode rest nodes excellent,Dec,2018,,Yes,Yes,Yes,,,,,
151,,1,05-Mar-19,it lot software issues like vie never able connect devices share standstill trying connect months usage device frustrated also always gets stuck percentage downloading big apples like springlike getting stuck downloading pub failing vie used tens gs data download pub vie tried every possible solution given reedit quota you tube seem permanent solution even old Motorola g give much headache phone gave i regret buying phone recommend anybody,Mar,2019,,Yes,,Yes,,,Yes,,
152,,4,04-Nov-18,no doubt device will deserve star but yesterday i received delivery while charging playing games will reaching degree Celsius present i op op t op even charging playing game will crossed degree Celsius but t heating rapidly normal time will c like ,Nov,2018,,Yes,,Yes,,,,,
153,,5,13-Jan-19,hi writing using one plus t month primary device well nothing new one plus simply best class price range k u get best processes business amazing battery life super dash charge smooth oxygen is experience good camera for sure i can never get wrong buying beast harts one plus,Jan,2019,,Yes,Yes,Yes,,,,Yes,Yes
154,,5,05-Dec-18,as per add never settle i believe n second phone brand build quality phones r good after using last phone around years i bout first day first sale best things i got promotion advantage like rs cash back n head phone rs rs free i bought phone GB ram n GB configuration its amazing future new phone brand coming i will buy one well i love device much,Dec,2018,,,,Yes,,Yes,,,
155,,4,05-Nov-18,excited purchase exchange smooth no complains front on using phone last hours really fast smooth fast processor lag even multi tasking no heating issues far only thing i felt better weight phone slightly higher side will update later,Nov,2018,,Yes,Yes,,,,Yes,Yes,
156,,5,04-Nov-18,switched i phone one indeed phone offers lot features is user think ii is better however budget buy i phone larger memory go else one way better,Nov,2018,,,,,,Yes,,,Yes
157,,1,06-Nov-18,worst product per price value money per expectations screen lock worst fingerprint face front camera poor,Nov,2018,,,Yes,Yes,Yes,,,,Yes
158,,5,04-Nov-18,great phone nice features set just one plus but used one plus couple months buying i say days using novelty worn meaning basic difference two phones finger scanner big deal days usage other phone rock solid better battery miss headphone jack notch smaller phone heftier good a brilliantly packaged phone none less,Nov,2018,Yes,Yes,,,Yes,,,,
159,,1,08-Mar-19,waste buying mobile i heard lot one plus i eager mobile but finally i bought mobile coming performance i facing lot difficulties smooth running times start hanging i cant even play pub game while playing pub i can overdrive breaking networks touch good smooth we need handle harsh ordinary mobiles finally processing speed even match phone donut ever buy mobiles publicity stuns showing lots features hand without stuff i hope can know better asking friend using one plus t ,Mar,2019,Yes,,,Yes,,,,Yes,
160,,1,24-Dec-18,it first one plus mobile i disappointed my mobile battery Ben drained instantly battery remain screen time hrs no running application background mobile data screen battery drain i contact amazon technician two times first time technician told one anti virus install check i virus seen second times technician make understand battery drain normal issue i know smart phone user know but instantly battery drain normal issue is k mobile battery screen time hrs is laughter pl replace mobile early possible,Dec,2018,,Yes,,Yes,,,,Yes,
161,,4,06-Nov-18,camera i still exploring improve pica i still find note taking better pica rest features just good screen sensor lightening fast phone responsive battery backup decent far better note other missing area notification alert,Nov,2018,,Yes,Yes,Yes,Yes,,,Yes,
162,,5,17-Nov-18,amazing looks sturdy build quality always superb camera android based cyanogen overlarge almost notch less display super fast display finger print scanner best amazing amazon prime delivery speed cherry got top model model super sleek midnight black color just cant stop looking overall right decision upgrade one plus one kudos one plus team team amazon,Nov,2018,,,Yes,Yes,Yes,,Yes,Yes,
163,,2,08-Nov-18,i recently bought one plus after two days use got started hanging i downloaded thing storages also free picture quality average compared low budget phones market finger print unlock slower face unlock audio quality poor low mids clashing phone mark,Nov,2018,Yes,,,Yes,Yes,,,,Yes
164,,5,01-Dec-18,damn phone fabulous reason go snappy touch lag game play awesome multitasking butter smooth thanks amazon making beauty beast available site purchase awesome work one plus rock wen comes camera worth every penny may good pixel keep mind pixel thousand dollar phone number ranks starting just ground breaking love phone love one plus earned new customer ,Dec,2018,Yes,,Yes,Yes,,,,Yes,
165,,2,08-Nov-18,camera quality mark fingerprint screen slow convenient price also much high not value money,Nov,2018,,,Yes,Yes,Yes,,,,Yes
166,,3,13-Jan-19,although i heard lot monster find worth amount spent picture quality sound quality nice battery life awesome ring tone starts faulty noise comes hardware lagging issue seen time week camera quality good lens powerful for distant scenes sound loud enough descent phone sound like non branded Chinese sets u can see system MSG software update regularly essential new months old phone company updated delivery,Jan,2019,Yes,Yes,Yes,,,,Yes,Yes,
167,,3,11-Dec-18,phone great recommend user previously version one plus phone but phone actually major update previous phone in display finger print scanner tricky will work fine case but will slow thanks animation face recognizing secure using Ir d just cam fast over phone good but can wait next release urgent,Dec,2018,,,,Yes,Yes,,Yes,Yes,
168,,2,04-Nov-18, started hanging now even months date purchase,Nov,2018,,,,,,,,,
169,,5,14-Nov-18,one plus t super fast smooth really snappy comes display bigger subtle battery life really good gaming mode phone runs game super smooth lags camera capable taking really good pictures ND capturing fine details every mode camera works perfectly yeah basically rounder beast looking smart phone worth every penny spend just go need think trust cozy considering price best deal can get,Nov,2018,,Yes,Yes,Yes,,,,Yes,Yes
170,,3,11-Nov-18, worried scratch resistance gorilla glass already two scratches at the time of unbolting now i want to return it but not seeing the reasons for scratchy screen please help if i talk about performance i would rate it out of camera out of ,Nov,2018,,,Yes,Yes,,,,Yes,
171,,5,15-Jan-19,purchased st December got delivered within hours so far nice experience don't feel like carrying power backup battery life good gets fully charged within hours pictures great especially depth feature sounds good so i come across technical glitch i love phone can i say maybe little bit,Jan,2019,,Yes,,,,,,Yes,
172,,5,05-Nov-18,the mobile just awesome terms everything and if u r upgrading one plus t lower version mobiles i say worth upgrading i using one plus previously gave wonderful satisfaction negative opt no headphone jack either u can use headphones u can charge mobile time and notification light will get know u screen i can say mobile worth money ,Nov,2018,Yes,Yes,,Yes,,,,,
173,,4,15-Jan-19,the software minor glitches mobile respond per command sometimes now frequent the software problem screen text becomes big suddenly one plus must look reputation one plus t may go others also face similar problem i still think one plus performing extremely well one plus t i sometimes get feeling one plus secretly named t temporary beta version launch next version say case t launch its just wild guess faced zero issues one plus almost two years since purchase t purchased brand new amazon software perform well,Jan,2019,,,,Yes,,,Yes,,
174,,2,23-Dec-18,i received DEC the mobile charger missing box i requested refund also battery drains fast potshot connected viewing on line videos like hot star playing games and battery takes hour charge camera now working good speed mobile also good almost fast claiming also i strongly feel box contents box unnecessary like separate orange putter cover box album hard board moment etc just make expensive pull money pockets instead provided earphone box,Dec,2018,Yes,Yes,Yes,,,,,Yes,
175,,5,04-Nov-18,i using device super snappy the night mode camera decent job since photos good others clicked night mode the on screen fingerprint sensor OK not fast physical one overall superb product any op planning buy mobile definitely consider one,Nov,2018,,,Yes,Yes,Yes,,,Yes,
176,,5,14-Nov-18,awesome phone features camera best class front rear performance best compared one plus the issue i battery life though one plus increased battery capacity may lasts maximum hours average usage u play games continuously hours battery almost dead one plus really expected u guys the good things put charging charges bat min type c mm converter works fine the original sound quality maintained overall perfect buy,Nov,2018,Yes,Yes,Yes,,,,,Yes,
177,,5,05-Nov-18,okay id like talk things nobody else saying the battery life excellent flagship phone hours sot excellent also speaker though single loud enough noisiest environments and people think new fingerprint scanner slow i received software update soon i activated phone i updated software fingerprint scanning lot snappier overall great phone price range,Nov,2018,Yes,Yes,,,Yes,,Yes,,Yes
178,,1,17-Dec-18,everything inside box good box tampered i m confused happen cos sealed cover box tampered,Dec,2018,,,,,,,,,
179,,1,13-Nov-18,lode whites washed low light earpieces bad design needs proper ear aligning hear sound call the bezels edges creates accidental touch phone operations needs smart edge touch prevention algorithms the camera great hyped the finger print touch unreliable overall value money should priced around k addressing issues,Nov,2018,Yes,,Yes,Yes,Yes,,,,
180,,5,30-Dec-18,review tech you tuber smart phone world you tube channel the budget flagship smart phone love design display battery life you can get solid day battery life good thermal management even long gaming sessions temp device deg headline feature one plus t in display fingerprint sensor works times my go way unlock phone camera great don't expect pixel apple quality cons no wireless charging price,Dec,2018,,Yes,Yes,Yes,Yes,,,,Yes
181,,4,28-Nov-18,the gorilla glass though i scratches matter week normal use i even keep keys money whatever sharp pocket well rest everything seems working fine even got updates well,Nov,2018,,,,Yes,,,,,
182,,5,25-Nov-18,t rightfully flagship killer best phone market today it looks hardware latest software enough pros cons while lesser priced specs contains grand still heavy amount the camera great best market need color variants India the fast charging absolute delight,Nov,2018,,Yes,Yes,Yes,,,Yes,Yes,
183,,5,21-Jan-19,the best part delivered phone next day order without charging single penny the phone came tampered proof bag super fast say a little heavy counterparts gives long lasting battery life even mobile date entire time the camera super i like night mode face recognition amazing fast,Jan,2019,,Yes,Yes,,,,,Yes,
184,,5,10-Nov-18,i got defected piece amazon returned ,Nov,2018,,,,,,,,,
185,,5,15-Nov-18,this one amazing phone a must buy value money amazing battery life screen resolution just fantastic camera near perfect only drawback phone quite heavy,Nov,2018,,Yes,Yes,Yes,,,,,
186,,5,04-Jan-19,this phone software just incredible much faster Hamsun phone i used i used models the screen good Hamsun aspects good better best value buy,Jan,2019,,,,Yes,,,Yes,Yes,
187,,4,07-Dec-18,given marketing hype around op t fact i used op two years glitches i naturally expected excellent product however month use i say k op t lost magic touch wow achieved earlier phones i personally experience battery life improved despite bigger capacity op gave better life similar usage camera improved still flagship night capture mode glitch option smart tbs supported via prime Linette pap worked older op devices phone bit heavy like light devices face recognition work night dark setting unlike phone good things phone software remains close stock android experience bloat ware makes usage buttery smooth fingerprint scanner much better compared vivo v pro i found really non responsive screen quiet good notch non intrusive aesthetically designed one i seen guys one plus please settle expect much marketing guys,Dec,2018,,Yes,Yes,Yes,Yes,,Yes,Yes,
188,,5,10-Mar-19,its great phone using months i can say i impressed its smooth fast all day battery life dash charge if moderate user will last day i usually get battery left end day camera performance also top quality pictures details lowlight photography great coming one plus nice upgrade all round device work entertainment gaming perfect traveling,Mar,2019,,Yes,Yes,Yes,,,,Yes,
189,,4,19-Dec-18,one plus t midnight blackleg ragbag storage huge flagship killer smart phone beats many phone comparison price accordingly smooth phone never get hang even using month i heavy user like i used edited photos videos etc games i try far problem camera superb battery bad performance awesome video recording amazing problem recording sounds beat phone ,Dec,2018,,Yes,Yes,,,Yes,,Yes,Yes
190,,4,22-Nov-18,i using days now overall i satisfied picture quality my friends phone x take pictures one plus t sound quality the negative thing one plus t when play game watch video tend cover speaker bottom very badly engineered you block sound play games watch videos battery life above average i say good when i turn blue tooth location others except data lasts day ,Nov,2018,Yes,Yes,,,,,,,
191,,3,14-Dec-18,its almost weeks since i using phone GB ram GB ROM battery life good ham i really disappointed slowness finger print sensor in spite GB ram applications performance reduced GB ram exhaustion it seems just putting GB ram make mobile faster one plus also work intermodule compatibility mobile means ram efficiently sync processors performance in nut shell good phone heavy pap users wants performance expect cum,Dec,2018,,Yes,,,Yes,Yes,,Yes,
192,,4,19-Dec-18,its value money really priced finger touch log weak you completely rated misused stand market sell phone there much expectation make endeavor rise at amount sound picture durability good what required improve touch speed,Dec,2018,Yes,,,Yes,Yes,,,Yes,
193,,5,04-Nov-18,another masterpiece one plus just loved draw back display fingerprint bit slow used external ones damn faster previous one plus phones display crisp bright enough compared one plus t due android pie update battery one best till vie used phones beast class loving phone till now,Nov,2018,,Yes,,Yes,Yes,,Yes,Yes,
194,,5,07-Nov-18,picture quality sound battery life awesome,Nov,2018,Yes,Yes,,,,,,,
195,,2,25-Feb-19,buying phone expensive mistake despite stellar stats phone still hangs the screen just freezes odd seconds unlocked this happens almost times day the battery charges fast however also discharges fast so unless always access plug point will let there mm headphone jack adapter connect headphones inconvenient carry around time the phone heavier one plus called bigger battery one discharges fast your money can spent better elsewhere sure please consider points falling tall advertising claims,Feb,2019,Yes,Yes,,Yes,,,,Yes,
