Attribute,TFIDF
scratches,9.210340372
scratchy,5.298317367
screen,116.8662399
SD,5.298317367
seal,4.605170186
sealed,5.298317367
search,5.298317367
sec,5.466736018
second,24.80874231
seconds,9.210340372
secure,5.298317367
security,5.298317367
see,28.35130947
seeing,5.298317367
seem,26.59260037
seemed,5.298317367
seems,19.56011503
seen,26.81925774
self,3.352407217
selfish,22.13327672
sell,3.912023005
selling,16.79882031
send,4.605170186
sending,5.298317367
sens,1.931021537
sense,9.210340372
sensible,5.298317367
sensing,5.298317367
sensor,64.46268779
sent,3.506557897
separate,9.210340372
series,9.210340372
serve,4.199705078
serves,5.298317367
service,32.18875825
services,16.79882031
sessions,5.298317367
set,12.62864322
sets,4.199705078
setting,4.605170186
settings,5.298317367
settle,9.210340372
setup,10.59663473
several,5.298317367
sexy,5.298317367
shade,5.298317367
shaky,5.298317367
shame,5.298317367
share,5.298317367
sharp,12.59911523
shattered,9.210340372
shell,5.298317367
shifted,5.298317367
shoot,5.298317367
shorts,5.298317367
shots,20.99852539
show,11.25364287
showed,9.210340372
showing,9.210340372
shown,9.210340372
shows,18.44439727
shy,4.605170186
side,14.79062413
sign,2.995732274
signal,8.399410156
signals,10.59663473
significant,5.298317367
silent,9.210340372
similar,23.46685052
simple,5.298317367
single,26.81925774
sister,5.298317367
sit,3.218875825
site,11.73606902
size,26.81925774
skin,3.912023005
skipping,5.298317367
sky,5.298317367
sleek,9.210340372
slider,13.81551056
slight,3.218875825
slimmer,5.298317367
slimy,5.298317367
slippery,5.298317367
slot,5.298317367
slow,40.80441657
slower,21.03934738
slowing,5.298317367
slowness,5.298317367
SLR,5.298317367
small,4.199705078
smaller,13.81551056
smart,49.30208045
smidgen,5.298317367
smiled,5.298317367
smooth,50.88632487
smoother,5.298317367
snappier,5.298317367
snappy,18.44439727
soc,10.59663473
soft,4.414549826
software,65.36005294
sold,13.81551056
solid,12.59911523
solution,11.06663836
solve,7.377758908
solved,12.59911523
solves,5.298317367
someone,16.79882031
something,18.44439727
song,5.298317367
sons,4.605170186
sooner,5.298317367
sound,70.87077706
sounds,15.64809202
sousaphone,5.298317367
space,15.64809202
speaker,38.31451379
speakers,27.9098351
speaking,5.298317367
special,6.202185578
specific,7.824046011
specifications,9.210340372
specified,5.298317367
specs,23.47213803
spectacular,5.298317367
speed,69.21034082
speeds,5.298317367
spend,14.75551782
spending,5.298317367
spent,9.210340372
spite,3.218875825
spoken,10.59663473
spot,5.298317367
springlike,5.298317367
st,0.180323554
stability,5.298317367
stabilization,9.210340372
stand,8.44023215
standard,8.399410156
standards,5.298317367
stands,4.605170186
standstill,5.298317367
star,14.79062413
stars,12.59911523
start,5.991464547
started,14.75551782
starting,5.298317367
starts,5.298317367
states,5.298317367
stats,5.298317367
stay,9.210340372
steal,5.298317367
stellar,5.298317367
stereo,12.59911523
stick,4.605170186
sticking,5.298317367
stock,17.53278949
stop,4.199705078
stopped,9.210340372
storage,17.53278949
storages,5.298317367
store,16.79882031
strategy,5.298317367
streaming,5.298317367
stronger,5.298317367
strongest,5.298317367
struck,5.298317367
struggles,5.298317367
stuck,13.81551056
stuff,9.210340372
stunned,5.298317367
stunning,5.298317367
stuns,5.298317367
stupid,5.298317367
sturdy,5.298317367
sub,15.50546395
subjects,5.298317367
subtle,12.59911523
succeeded,5.298317367
sucks,5.298317367
suffered,5.298317367
suggestion,9.210340372
suitable,5.298317367
sun,4.605170186
sunlight,9.210340372
sunny,5.298317367
super,38.62043073
superb,37.70548722
superior,12.59911523
supplied,5.298317367
support,38.94451956
supported,5.298317367
supports,5.298317367
suppose,4.605170186
supposed,5.298317367
sure,33.67347315
surface,5.298317367
surfing,5.298317367
surprised,9.210340372
surprising,3.912023005
survived,5.298317367
SW,5.298317367
swill,5.298317367
switch,20.97012591
switched,18.44439727
switches,9.210340372
symmetrical,5.298317367
sync,5.298317367
system,22.53213077
systems,5.298317367
t,0
tableted,5.298317367
tag,7.377758908
take,14.44767365
taken,9.210340372
takes,31.01092789
taking,12.59911523
talk,7.377758908
talking,12.59911523
tall,3.506557897
tampered,13.81551056
tarnished,5.298317367
tasking,4.605170186
tbs,5.298317367
team,16.79882031
teardrop,5.298317367
tech,6.202185578
technical,19.56011503
technician,15.8949521
technology,9.210340372
tel,10.39720771
telescopic,5.298317367
telling,18.42068074
tels,5.298317367
temp,3.218875825
tempers,5.298317367
temporary,5.298317367
tend,5.298317367
tens,3.912023005
terms,15.64809202
terrible,12.59911523
test,16.40020805
tested,5.298317367
testing,5.298317367
tests,5.298317367
text,5.298317367
thank,5.626821434
thanks,29.95732274
thermal,9.210340372
thicker,5.298317367
thigh,5.298317367
thin,1.328025453
thing,17.16712523
things,29.95732274
think,27.9098351
third,5.298317367
thought,7.377758908
thoughtful,5.298317367
thoughts,9.210340372
thousands,5.298317367
thrown,5.298317367
thunder,5.298317367
ti,0.28103753
ticking,4.605170186
time,69.6498757
times,27.78301509
tiny,15.8949521
tip,3.688879454
today,8.399410156
toggle,5.298317367
told,15.64809202
tone,9.210340372
took,21.03934738
tooth,36.87647939
top,33.7609286
topper,5.298317367
total,7.824046011
touch,42.54816059
touches,5.298317367
tough,5.298317367
traced,5.298317367
transfer,10.59663473
transportation,9.210340372
travel,3.912023005
traveler,5.298317367
traveling,9.210340372
tray,4.605170186
tricky,5.298317367
tried,26.81925774
triple,5.298317367
trolling,5.298317367
TRUE,5.298317367
trust,30.17166496
trusted,5.298317367
truth,5.298317367
try,7.824046011
trying,5.298317367
ts,0.967584026
tube,15.64809202
tuber,5.298317367
turn,2.900422094
turned,7.824046011
turns,5.298317367
tutu,10.59663473
type,22.13327672
u,0.060608122
unable,5.298317367
unbeatable,5.298317367
unbolting,9.210340372
understand,11.73606902
understanding,5.298317367
understated,5.298317367
unflinching,5.298317367
unique,5.298317367
unit,10.51967369
unlock,55.12685194
unlocked,16.79882031
unlocking,5.298317367
unlocks,8.399410156
unnecessary,5.298317367
unreliable,5.298317367
unsafe,5.298317367
untrained,5.298317367
update,36.84136149
updated,16.79882031
updates,23.46685052
upfront,5.298317367
upgrade,34.57038048
upgraded,5.298317367
upgrades,5.298317367
upgrading,22.13327672
uploaded,5.298317367
upmarket,5.298317367
upper,5.298317367
upside,5.298317367
Ur,5.298317367
urgent,5.298317367
usability,5.298317367
usable,5.298317367
usage,54.23228849
use,40.31431702
used,58.22436317
user,46.35277318
users,12.59911523
uses,12.59911523
using,77.56605359
usual,7.824046011
utter,3.352407217
v,0.099820335
value,40.41165831
valued,5.298317367
vanilla,5.298317367
variant,4.605170186
variants,5.298317367
various,5.298317367
vary,5.298317367
velvet,5.298317367
version,31.01092789
versions,5.298317367
vibe,5.298317367
vibrant,5.298317367
vibrate,5.298317367
vibration,5.298317367
video,29.25186041
videos,21.03934738
vie,22.53794929
view,8.44023215
viewing,13.81551056
viola,5.298317367
virus,10.59663473
visibility,5.298317367
visible,4.605170186
visit,4.605170186
visited,5.298317367
vivo,8.399410156
voice,12.59911523
volt,10.59663473
volume,12.59911523
vote,5.298317367
vs,5.298317367
w,0.110931561
wait,17.40253256
waited,5.298317367
waiting,15.64809202
wake,4.605170186
want,25.32069645
wanted,9.210340372
wants,9.210340372
ware,6.360790609
warning,5.298317367
warp,9.210340372
warranty,15.8949521
was,9.656627475
washed,9.210340372
waste,12.59911523
watch,15.64809202
watching,5.298317367
water,9.210340372
way,16.63553233
ways,2.407945609
weak,9.210340372
week,16.09437912
weeks,12.59911523
weight,9.210340372
weird,5.298317367
Weldon,5.298317367
well,2.465104022
wen,3.912023005
went,12.59911523
while,3.506557897
white,4.605170186
whites,5.298317367
whole,5.298317367
wide,5.298317367
wife,13.81551056
wild,5.298317367
will,1.771956842
willing,5.298317367
window,5.298317367
wire,3.506557897
wired,5.298317367
wireless,15.64809202
wise,12.40437116
wishes,5.298317367
wonder,3.912023005
wonderful,9.210340372
wonders,5.298317367
wood,5.298317367
word,10.51967369
words,5.298317367
work,27.49599972
worked,12.59911523
working,41.90676838
works,41.90676838
world,9.210340372
worn,5.298317367
worried,5.298317367
worries,5.298317367
worry,12.59911523
worrying,5.298317367
worst,39.38775003
worth,26.10379884
worthwhile,5.298317367
worthy,4.605170186
wow,12.59911523
wrap,4.605170186
wrapped,5.298317367
writing,15.64809202
wrong,15.64809202
x,3.809269635
XS,19.56011503
y,0.050635616
yea,6.761384786
year,16.11809565
years,46.62480898
yesterday,9.210340372
z,0.928869514
Zaria,5.298317367
Zeno,5.298317367
zoom,14.02623159
zooming,9.210340372
