Mobile,Rating,Date,Review
,5,12-Oct-18,"I moved from redmi note 3 to this phone while thinking I might miss so many features of miui but to my surprise, the oxygen is has almost all the miui features in a more elegant way. Used it for 2 days,I am not a heavy user so easily got 1 day battery life( camera sucks lot of battery though).camera is very good in this price range(front camera is ok ok and edge detection inportrait mode is not perfectly done).Audio experience is not the best but it was louder than my previous phone.Dash charging with type c cable is insanely fast. Already got the Android p update. Call quality is very good. The display is unbelievably good(AMOLED display, gorilla glass 5 on front and back), especially for a budget phone user like me.There are many gestures related to navigation buttons, there is ambient display feature (lift to wake), screen can be calibrated to default/sRGB/DCI-P3/Adaptive mode/ custom color(warm and cool slider), supports double tap to lock and wake up, gestures to open apps, supports parallel apps, 2 4g Sims can be used simultaneously,there is nfc, gaming mode, reading mode, night mode, face unlock, finger print scanner( both can be used simultaneously and both are extremely fast) notch can be hidden, there is customisable LED notification,app lock, otg support, FM radio, sound recorder, no default music player, 3.5mm headphone jack :-), no bloatwares except for 1 OnePlus community app and Google apps, not a big fan of gaming, so haven't tried that....and the list goes on. And of course timely android updates."
,4,23-Oct-18,"I'm a pro smartphone user. I judge every aspect for the review.

Pros-
1. Dash charge is amazing. 1hr 10 mints hardly and full charge. Battery 1 day on normal usage.
2. Beautiful display. AmoLed really is superb.
3. Daylight or artificial light, you won't complain the camera.
4. Beautiful design, no doubt premium.
5. OxygenOS is like liquid.
6. Snapdragon 845 really boosts your internet speed.
7. Never lags in any game.
8. Ah those gestures. I love that.
9. Who complained about speaker, I don't feel it is low. It is good infact.
10. That notch! Pause.

Cons-
1. Very fragile. You have to keep it very carefully. Has tendency to slip.
2. Don't rely on Gorilla glass 5, it breaks. I've seen it. Probably the back glass will break first.
3. OxygenOS is great. I don't understand why it hangs sometimes. I need to lock screen and then turn it on to be workable. Maybe unstable Andriod Pie. Most hanged app - FB messenger
4. A bit large screen. You can't use it by one hand, provided you got medium sized hands.
5. Camera has issues in low light. Still better than Poco or Zenfone.
6. Selfie has some problem in artifical lights. The background is taken in low pixels. So, if someone is standing behind, he will not be as clear as other at front.
7. Woaah, the fingerprints it catches. Massive bro!
8. Water resistant huh? Really? Should give an IP rating.
9. Fingerprint is fast, no doubt. But sometimes, I have to tap twice or thrice over sensor to unlock.
10. I donno what security they uses for face unlock. It is lightning fast and even unlocks when not looking at it. Face unlock is weak security wise.

Give it a like if it serves your purpose."
,1,06-Nov-18,"Am an early supporter of Oneplus since 2014 & always being satisfied with the phones though price has kept moving up.
This particular set was received at a very attractive price (considering oneplus One imported from US on invite) but did not load few Apps, server errors coming for some other just after opening and using it for the first time.
Amazon techinical team advised to load diagnostic app wich also failed to download. Dont know why this has happened.

Phone has been taken back by Amazon and had a worrid time with that!! Lost some opportunity on offers also due to return."
,4,12-Oct-18,"Ok, OnePlus surely knows how to turn heads. pic quality is amazing but there are a few tiny things that prevented me from giving a full star rating.
1. Face unlock happens only after pressing a button.This should not be the case.
2. Real colours aren't displayed, the camera is auto tuned to give the high contrast. While this maybe good for a certain set of users.I didn't like it that much.
3. Speaker sound seems too loud and overall they can work a little more on fine tuning the sound. Its ok when you put in headphones though.

Rest everything, Loved It! Got it in Amazon sale so that was great too"
,2,04-Nov-18,"Face unlock doesn't work many times. This is no longer the budget phone it used to be. Now a days oneplus is spending heavily on marketing too. There are phones with better performance to cost ratio these days like poco etc. They are not innovative and late in most tech and hardware but they proclaim everything they give offer is break through. They were late in everything e.g. in display fingerprint, dual camera etc. They hype everything which most phones have it already so not longer quality and budget phone. They are just trying to create Fan base which is eventually back to other budget phones with better innovative,quality and price."
,5,14-Jan-19,"Pros
1. Exteremley fast user interface and navigation. No hanging, heating up while using multiple apps.
2. Quick updates from OnePlus. (Pie, Security patches etc)
3. Camera very good. However for night photos one might want to use Google Camera app with Nightsight. Video recording is decent as well in bright light.
4. All heavy games such as Pubg, Asphalt 9 run in high resolution.
5. Sound quality is good but struggles a bit for loudness especially if you have high impedance Earphones.

Cons:
1. No memory card slot
2. No stereo speakers
3. No IP certified for water resistance
4. Battery life is ok. Though charging is fast."
,4,07-Nov-18,"I bought this phone in July and its about to be 4 months now it is working perfectly. After upgrading to Android Pie, one glitch is there i.e. fingerprint sensor doesn't respond in once when phone is left untouched for a longer time. Rest all is good. Nightscape mode is also there in the latest update. Sound is good. Battery is also good but could have more like 6T. Earlier before Pie, optimisation was too high as most of the apps didn't run in background unless they are opened and kept open in Background (Outlook, Goibibo, MMT, etc) but now that is resolved. Satisfied with the phone overall. But if possible in next update remove that fingerprint issue also."
,2,26-Oct-18,"Hi RocketKommerce,

I bought this product on 29th of August and I have been using this for the last 2 months. I am facing too many problems with this system as its getting hang sometimes when incoming calls, and I am unable to answer to the calls. Also, It's getting stagnant while I connect my headphones.

When it comes to its camera, I have some major problems while recording the video in a good room light conditions (the pixels of the video is getting confined). Slow motion video out is getting flickering in close shots and several others problems. I am sort of tired using this over-hyped mobile device and I really want to return this phone to Amazon and apply for the refund as I believe Amazon and Rocket Kommerce show their credibility to respond to this and act wisely.

Thanks and looking forward to your reply."
,2,13-Oct-18,"It have a 6gb ram but it running slowly after using one month of period apps also taking time to open.
One month back I buyed this one now I want to return this product Amazon is not selling good products and not giving at least one month of return policy wast"
,4,14-Oct-18,"It's Amazing!!! Best phone at a decent price. This is first 30k range mobile I am buying and I am in love with it.
I bought this during Diwali sale and paid 24.5k with exchange, cash back and discount.
Interface, camera quality, battery and overall performance is just wow!"
,4,09-Sep-18,"Pros
-Performance beast!!
-Battery charging like a champ..
-Battery backup also very good
-screen quality is good, best1080p screen available at the market
Cons
-Heating when playing heavy games.
-speaker accidentally covered by hands
- camera quality avg. ...
-always put a shock absorber back cover otherwise cracking your phone at the first attempt ,as easy as droping a glass piece"
,5,07-Nov-18,"Really liked the phone. It is everything it claims to be. High end hardware for a medium price range (when compared with iPhone). Battery is good, no heavy draining. 1 hour charging keeps my phone alive till next morning. Iam not a heavy gamer or always screen-on type of user. I use my phone in my breaks and mostly after reaching home. Hardware is still running good after incremental updates. I really really like the face unlock which even doesn't let you see the lock screen. Amazingly fast. Midnight black is really good with all the glass on its back it feels like a high premium quality mobile like around 80k. Best buy in the price range and also a little above its price range."
,2,29-Jan-19,This is my honest review of one plus 6 and i am not even faking it please its your money i don't have to anything with it i just wanna let u know guys these devices performs best as compared to flagship phones but i am having a very bad experience after 3 months of usage.I use to play pubg on this phone but now i can see fadded icons of games like shooting button sertings button names health etc even if the game is closed i tried updating rebooting but the problems are still there and now i am planning to go to customer service of one plus.I will post the honest opinion after visiting to the customer service.
,5,26-Oct-18,"It fulfill my utmost requirements which I expect with a smart phone. Phone is really too fact, unbelievable Face scanner, Work on VOLTE which connecting call & data really too fast, Camera pictures Quality also good, deep detailing observed. 3300 Mh batter but do not have any problem as discharging rate is very slow and charging with Desk Charger is very very Fast, only require 60 Minuts to 100 % Charging. Overall Satisfy our need"
,1,04-Nov-18,Hey guys....Maine 3 month back one plus 6 leiya tha....I trust this brand allot but you all know what....this brand is now waste....I have hanging problem.....sound problem.....speaker problem.....guys aagar aap aapna first costly phone lere ho to plz iPhone prefer krna nah ke one plus...I have allot of expectations but ....one plus really broke my all expectations.....guys aagar aapko 40-50k tk le na h go for iPhone....aur ek baar ka vivo or MI bhi chl jaiga but plz don't go for one plus....coz koi issue bhi aataa h to inke service center tk ke niii milteee....if company is wale ye massage paadte h plz guys thodaaa sa quality baadao....ek middle class family ke paise waste maaat kro.....
,5,09-Dec-18,"Bought this one just before the relase of the 6t, so had a very good deal. Got the 256 GB variant for ?35.5k which was very sweet.
If you ask why go for the 6 when the 6t was just a week away. I'ld say that the internals are exactly the same. So there is no upgradation on the performance stand point. The cameras are exactly the same, you do have a headphone jack which is my personal preference and also I prefer the normal fingerprint sensor that is on the back instead of the optical under the screen. The screen on the 6t is bigger by 0.1"" so that's not like a huge difference. On the notch front i'ld have preferred the tear drop shape but basically can't complain when you get such a good deal.
So decided to buy this one and got a super super super sweet deal at Amazon. Delivery was fast.
The device that we order in India is the one that's assembled in India at the Oppo Factory."
,1,23-Oct-18,"Got a faulty mobile I guess as camera automatically going shutting down time to time when try to take capture.
Sim network issue faced in slot 1 however sim is working fine in slot 2.
Battery backup is also not even full day if you go on a drive and it is must to carry dash charger. One my friend told me this is the cause due to pie updation and soon it will be resolved, hope so.
I talk to amazon and customer care representative scheduled a inspection for after three days. It is really wondering. Replace process is also full of frustrating."
,5,21-Oct-18,"Really nice phone for the price. The quality is really amazing. Great to have an out of the box guard. The dash charger is amazing. I was initially pessimistic about the battery backup due to its on-paper capacity, but the practical backup coupled with the dash charging is literally the best. The camera is really precise. I'm not an expert but it's gives really sharp pictures, has lots of options and doesn't get heat up even after extended long periods of video shooting and casual gaming. The speaker is also great(it would be better if they weren't mono speakers though) . Honestly speaking, I moved up from Moto g4 plus to this device so everything feels much superior but it's definitely value for money"
,4,08-Nov-18,"Based on my experience so far:
Pros
1. Speed - there's simply no match for it, you can open any number of apps simultaneously and it won't crash with 8 gigs of ram and Snapdragon 845 processor.
2. Display - looks good and the phone looks like a premium handset.
3. Price - got it at 35k (at a discount of 5k) when the last few pieces were available. Considering that 6T with minor upgrade for battery is priced at 42k (8 GB + 128 GB), this is value for money.
4. It's got a 3.5 mm jack - absent in 6T. Say what you want - 3.5 mm jack is currently a must for sound quality with good headphones and convenience (consider the inconvenience of carrying a USB C adaptor etc.)
5. Good battery life - should easily get you thru the day even after heavy usage. Charging is also quick with the dash charge technology.

Cons:-
1. Sound quality on mono bottom firing speaker and earpiece is not on par with stereo speakers of my previous budget handset - Moto G4 plus.
2. No SD card - but this is compensated adequately if you have 128 gigs of internal storage
3. It's a glass back - need to handle delicately - can't imagine dropping it even with a back silicon cover."
,1,21-Jan-19,"dont buy this phone ...... today(21/01/19) while charging the mobile i saw small flame from charging point of phone. Instantly i removed the charger and saw that charging cable & mobile charge point got burnt. it may also have resulted bursting if i was not present. purchased from amazon on 12/09/18.
most interesting is that customer care of one plus six not entertaining me."
,4,19-Nov-18,First time using One+ product. I had availed Dusshera offer and mobile delivered on time by Amazon. Thanks for it. Everything was good except Battery as it was draining fast. Sleeping time was not set initially. I did the same and battery draining time has reduced. I have contacted Amazon and they had offered the service of a home Service Expert. He had come and suggested a couple of other setting changes as well which has increased the battery usage time. Now I am getting a whole day with heavy usage. Camera is just awesome. No over heating issue. Fast charger is an additional advantage. When the battery problem had started i was bit repentant that I should have waited for 1+6T. Now I am fine as battery is giving reasonable coverage throughout the day.
,3,12-Oct-18,"I received my phone today(12/10/2018) on sale.
After receiving the phone everything seems quite good from outside so I ran some test through OnePlus care app then my test for speaker failed,I got scared as I just received a brand new phone,for once I thought may be it's refurbished phone they send me after all it's sales days.
Then I looking up for solution at internet and found some creepy solution like restart,boot the device but all in vain,then after all this I clear the cache memory and factory reset my phone after doing that it finally works.
Still doubting the originality of phone(fresh or refurbished?)
"
,1,06-Nov-18,"In this price range, this is not a worthy product. As per my experience after 03 months only it has lot of problem.
1. It is stop showing notification of message on screen.
2. Incoming voice quality is also decreased always had noise problems while talking.
3. For early 01 month ?? life was good but now it is also decreasing.
4. Company is promoting high speed but I didn't find anything special from any 10k worth phone.
5. I purchase this phone for camera quality but as such there is no specific features of camera.
I suggest instead of going this costly product better go for any low rates Samsung phone."
,3,20-Nov-18,"Everything is good about this phone, except that the good features that were there in Moto G4 are missing. I'm not talking about the brand specific features. I'm more worried about the options and settings that were available there.
1. Now There is no option to independently setup notifications per app in lock screen when phone is locked and pull down tab when phone is unlocked. In summary, lock screen is cluttered with notifications from preferred apps, while there no space for music apps for control. I gave feedback about it, but there is no response from OnePlus

2. The apps list is now tiled vertically side by side with no option available to set it like one on top of the other, like it was before. The navigation with earlier approach was very fast. Now it takes longer time to navigate through app one by one

3. Volume control is not good. It takes you to whole new page. Any video playing at that time would stop. This happens especially when I am playing video and want to turn off alarm sound or reduce ringing volume.

4. Bluetooth does not connect to already known device automatically. It it seems to take long time.

5. The gestures are not sensitive enough to work first time. It needs at least two attempts to open app through gestures on locked screen"
,4,02-Nov-18,"Camera quality is NOT good at all. By seeing unboxing vidoes and reading reviews I had a impression that camera should be good, but since I am using and realised camera is not at all good. Pics don't have clarity. Night photos sucks, it's better not to take photos at all during night times because it is an embracing movement while showing to others ??
Slow video is the worst feature because no clarity at all.
Sound is not amazing but ok ok. Because one need to keep increasing and decreasing volume to hear properly.
If Bluetooth earpods are connected then battery dies very fast compared to other phones like Samsung and Moto.
Good thing is RED back looks very premium and beautiful."
,1,09-Feb-19,"Hi, am facing many issues with the product I received. Phone gets blank screen smtimes, apps get closed suddenly, battery running out fast, getting noise vibrations for incoming calls etc. I want to either exchange or get this repaired under your service as it is having 1 year warranty breach on Amazon. Now am not even feeling this mobile to be a worth of 5k mobile because of the defects I mentioned. Kindly, respond and exchange my mobile. OnePlus support team told me to get in touch with Amazon only. So, you need to do the needful."
,5,17-Oct-18,"Device is awesome with zero lag. Picture quality is at its best. Reading mode is awesome for Kindle app, News paper apps etc. Battery lasts for a day at least with 3-4 hours of display usage and all time 4G on. Overall device is good.
If the cost get reduced by 3k-5k, it's THE BEST value for money smartphone.
PS: Mine is 6GB, 64GB device. I would've loved it if it had been 6GB, 128GB configuration. As I and most of the people I've known who have bought it are not high end users, and the device lacks extra memory slot, OnePlus can consider this feedback in future.
"
,1,19-Oct-18,"phone is good,but very bad video quality in video calling option from native video calling screen
(that means dial number and make video call) really very bad quality
for this reason i changed sim to again my samsung S8
except that phone is good"
,1,19-Nov-18,"Picture quality is good, sound is also good. But what the use if battery drains like anything. I have to charge 4 times in a day with normal usage. Just a hype waste of money. No customer care, no support. All money wasted. Highly disappointed. I am not playing games on phone, just occasional usage of FB and calls. Even camera is not much usaed. For first few days phone battery performed well. Now it is a pain."
,5,23-Sep-18,"My experience with this 8 GB - 128 GB phone bought last month is it is an excellent phone and value for money. I also use Apple 8 as an alternate phone, but this scores higher in terms of options / facilities provided, speed and storage apart from the versatility of latest android. It charges very fast, has good security features, facility to lock apps for privacy etc.
For all those looking for a top-end phone in the range of 30,000 plus, this is a good option."
,3,04-Nov-18,"Oneplus 6 performs smooth and has decent battery life. Charging speed is one of the fastest out there. Audio via head phone jack sounds really compressed and muddy i'm completely dissappointed with it's performance. Speaker sounds okay and gets reasonably loud. The camera takes some decent pictures but the images look overly processed and has aggressive noise reduction which reduces the detail and sharpness of the pictures. Video recording is good with good stabilisation and the 480 fps slow motion video mode is fun to use but it needs a bit of work as it drops quite a lot of frames and makes the video look jittery even with ample lighting. The display is really good with excellent colours and offers good saturation levels and makes the colours pop. The software is very minimalistic, snappy, fluid and easy to use. The call quality,signal reception and wifi performance are also very good. But now with phones like lg g7 thinq being available at a lower price than the oneplus 6 and oneplus 6t and oneplus ditching the headphone jack for the 6t make it hard to recommend these phones as that lg phone has ip rating, better qhd display, wireless charging and quad dac for better audio performance and a wide angle camera which is rather useful than the useless 20 mp camera of the oneplus 6 and 6t. Overall oneplus 6 is a good phone but not the best in its price range as it used to be from the oneplus 3 to the oneplus 5t. Even the oneplus 6t is also being priced close to 40000 which makes oneplus lose the customers who made the company. Even they are gradually increasing the prices and the features doesn't justify the price increase."
,1,15-Nov-18,"Despite the phone being good,the service is extremely poor. The charger stoped working after 25 days exactly. When i complained on amazon,they clearly shunned away from taking any responsibility and the oneplus customer care service asked me to visit their workshop which is like 200 kms aways from my place. So before you buy this product,make sure you live near to chandigarh,ludhiana or amritsar if in punjab.
All their easy service or warranty claims are false."
,5,28-Oct-18,"This phone is really a masterpiece when it comes to speed and display quality. The screen is superb with excellent details. Sound quality is exactly what we like and what we want. The slider to change the mode to vibrate and silent is cool. Although the battery is good enough, but a heavy user might get a little disappointed with battery. My expectations with camera quality was also not met. The photo quality is good but when we zoom in, it does get blurry which I believe should not happen."
,5,25-Oct-18,"the one plus 6 128gb is best phone and it comes with a back cover also.......although there is no one plus earphone or headphone with it that the company should have provided..........otherwise its one of the best phone ,maybe equal to iphone or better than that as its price is within reach...... the camera is incredible ,both rear and selfie.......portrait mode is like pics from dslr.......!!!!!! the phone comes with latest android version and is best to use for heavy gaming app!!!!"
,5,06-Jan-19,"I have never used such a smooth and responsive phone in my life.
I have played a lot of games on it. The latest one I am playing is PUBG mobile. After playing for one hour still the phone works butter smooth. No hangs, no lags and no restarts. Overall I am totally satisfied with the product. I would recommend everyone to buy this pho"
,3,16-Oct-18,"Photos quality good.
Battery backup is not improved from oneplus5.
Notoch is not better..
Sound quality in speaker is very loud and not preferable option to play music.
Headphone sound quality is good.
Dash charging is good
Overal not good as compared with 40k"
,5,21-Aug-18,"Pros: Amazingly fast, superb hardware, excellent OS, perfect camera, gestures are too good, premium looks specially red variant.
Cons: Much improvement needed in sound system, it may be done in some OS updates. Battery life is good but can be better, however charging is really fast.

Overall it is worth the buy. Every penny is worth it."
,5,18-Oct-18,"Bought this for my dad who was using Samsung S5 previously & was really frustrated with its battery backup and tendency to hang. I was skeptical about shifting him to this brand as he is very choosy about brands. But finally went for it after reading and viewing 100s of reviews and honestly after about 15 days of usage this hasn't disappointed on any front.
Its ultra smooth, superb picture quality, no problem with sound output, beautiful build and display even outdoors, long lasting battery etc. It is more then worth for this money. Even now I am planning to shift from samsung note 3 to next flagship of one plus"
,4,12-Oct-18,"Well being a Samsung S6 edge user for 3 years I was sceptical about the brand initially . But once i got the mobile in hand I knew one thing for sure , this mobile is a beast , the display is pretty good ofcourse not good as Samsung , the camera is pretty good for the price , ofcourse it cant match Google's Pixel or the S9
But where this phone blows everyone away is in its performance , ots sinply the fastest android out there . And the Dash Charging is amazing fast.
Only grouse is the kinda meh Battery life
But overall an amazing phone"
,5,15-Oct-18,Thanks Amazon for giving op6 for 27k. This makes it a great deal considering how refined the product feels. Got Android p update soon as the phone has been set up. This phone has very few shortcomings and it feels very premium. Highlight of this phone is definitely oxygen os. This is a very good rom with many interesting touches. Overall a very refined product
,4,17-Oct-18,"Picture quality is very good and sound is also awesome and battery is avrag.
Head of one plus there are one big problems I was found in camera in slow motion feature recording in the night time it's continuely blinking that's why video was record clearly so take it seriously and please fix it's problems as soon as possible"
,4,31-Oct-18,"Took away one star because Amazon delivered it in a filthy plastic cover with some bubble wrap. Not even a box for a high price item.
Product Review:
1. Camera is very good...but not the best in low light (not expecting better low light photos from a phone)
2. Call reception is good. Loud and clear sound wen playing music. But no stereo effect. I love that part in my iPhone 7.
3. Display is excellent.
4. Battery life is excellent. The best part is it’s dash charger. Charges to 100% in about an hour.
5. Glass back is beautiful but one has to be really careful in handling it. Better use a cover. I use the one which came along with it free. (Takes always the charm though)
6. Speed is awesome. Fingerprint scanner and face unlocking is fast & superb"
,3,27-Jan-19,"I'll be completely honest, the product is good but not something that blew me off my feet. Face recognition and finger print ID are quite fast but not perfect. Camera is good but videos below full HD seem to be of lower quality than they should be. Slow me video is patchy and bokeh is below average. As a new device battery life is average. I used to have a Nexus 5 and despite the ""huge"" upgrade I don't see a huge performance boost. This device even crashed several times while playing simple games. Sound quality however is one of the best any loud speaker, even if not the loudest available, is still good."
,5,25-Oct-18,"The phone is phenomenal. The overall performance of the is great but at times the phones's response is a little slow or gets stuck, otherwise no issues. The camera quality is amazing, the speaker is probably the best of the phones that I've used so for. Their OS I feel, if its fine tuned will probably be the best of the phones in the market"
,4,10-Dec-18,"After 3 months of use, i find this phone really worth it. It just need some software optimisations.

Camera- The image quality with the stock camera app is decent. However, the Gcam mod has done wonders which can be installed without root.

Speakers- People say that it's sound is tinny, but in my opinion, they perform pretty good and can handle loud background noise easily.

OxygenOS- The best thing of this phone. The light and bloatfree ui has made me fall in love with the software.

Battery- It was really a beast when the phone was on oreo. Whereas, in pie, it has degraded a bit but it can easily cut through the day with 2 charges (while playing heavy games like PUBG in my case).

Performance- No words. It handles everything you throw at it easily.

Looks- Gorgeous

Screen- It's a massive screen. Some people may find it difficult to handle but i think due to it's tall form factor and thin bezel design, it's not difficult to hold on. Moreover, the screen quality is really nice.

The last and the best. Dash charger. It can charge upto 65% in just half an hour.

I totally recommend this phone to everyone."
,5,22-Nov-18,"Indeed best phone available in this range. I used to use notice g phone previously I though Moto g has got the best better lyf. But even this phone has got good bettery lyf. Picture quality is good. Very quick charging, phone will run whole day even if you play games. It has got the speed too. High quality photo and videos results in takes Ng more memory. Very user frandly phone."
,4,29-Sep-18,The phone is great .. no complaints .. excellent graphics amazing camera and descent battery life .. my problem is with the charger as the input is 220-240 volts .. almost all chargera of all phones are 100-240 volts .. so when I travel abroad I have to take another phone or buy another charger .. that is just lame...
,1,12-Dec-18,"Its been a month, i have buy one plus 6, It rear glass got cracked up, due to its got heat up. Its very grief to say such issue i am facing from one plus phone. I tried to contact amazon customer support, but unable to reach. Kindly provide the service as its not my fault."
,4,26-Sep-18,"Two cons:
1 major - average battery life. If you are a youtube user, you will need to top it up in the evening.
1 minor - camera could be better. Admittedly this is not a. 60k flagship, but 40k is a lot of money and they need to do better to justify this price tag.

Display, performance, software UI are all amazing and beyond reproach."
,1,24-Oct-18,"Anytime stop responding then have to wait for 10 min for auto response. Voice getting raise anytime in between while playing music or video.
Amazon customer care also helpless to do anything on it. Raised 1 complaint with them to replace it due to some 3rd party app is not working on this device"
,4,10-Nov-18,I've been using this device since a month has been completed now and I am completely impressed by the quality of performance and software usability and Optimisation as well as the camera quality is just perfect for the price we are paying for this phone only issue which we have is not just with this phone but every phone with this snapdragon 845 like poco F1 is the normal battery life and I hope in future update it might be fixed with a update .continious usage without gaming gives full day battery life but if i do gaming and normal usage together then battery life is lasting for just half of the day but overall it's a great phone with great specifications thank you oneplus.
,1,11-Oct-18,Battery life of the product delivered is poor. It has drained more than 30% in 3 hrs . Phone gets heated up while talking . This is the first day of usage. Definitely not expected of One Plus
,5,14-Nov-18,"This is the last one with 3.5mm headphone jack. The phone's performance is amazing. The battery gets charged really quickly. Imo the fingerprint reader at the back seems more convenient than in the front although face unlock work perfectly. A small negative would be the position of the camera. If I do not put a cover on the phone, the camera touches the table and may get scratches over time."
,2,30-Oct-18,"This is the last one with 3.5mm headphone jack. The phone's performance is amazing. The battery gets charged really quickly. Imo the fingerprint reader at the back seems more convenient than in the front although face unlock work perfectly. A small negative would be the position of the camera. If I do not put a cover on the phone, the camera touches the table and may get scratches over time."
,5,27-Nov-18,Best phone at this price. Camera quality is awesome volume is ok. Little problem in volume slide button sometimes it shows ring and media volume but sometimes only media volume. So have to volume it up to go to the settings. Hope the new update will solve this problem. Otherwise classy device at this price
,4,24-Sep-18,Its a great phone given the price.i am pretty much satisfied with the battery and the display. Also has got a nice display. Fast charging is also pretty good. Phone is very snappy with snapdragon 845. Camera is not at par with pixel and iphone but given the price range u won't regret it. Face unlock is the fastest we have in the market. Fingerprint unlock is also very snappy. The only downside is the speaker that is very tiny.
,1,03-Feb-19,"Once your cell phone is damaged within the same year, neither amazon nor OnePlus is gonna take care of you. In a country like India where 35,000 is a salary for middle class person for a month It's nothing for oneplus or amazon either. I purchased in OnePlus6 in May 21st and then it's screen was crushed by a motor bike on road (where it fell accidently). I went for taking support to OnePlus customer support where the person said straight no on my face to replace the screen.

OnePlus 6 is one of the amazing cell phones I've ever used but it's customer support especially for a premium cell like this is heart breaking. Whole return and replacement strategy is not customer robust or friendly.

After this incident, I'll never recommend anyone to use OnePlus until the person is capable of handling 10K of expense just on changing screen that too within the year of purchase."
,1,25-Nov-18,"I'm disappointed with Amazon as they for the second time they delivered it late. Their transportation service is messed up. The delivery guy was rude and acted like he did me a favour. He wasn't ready to accept my phone which cleared a test on Amazon app. The call centre guy had no info about the results.

Now let's talk about the phone. Over all it's a good phone but it defeats the purpose of a cell phone. It has design flaw. The call receiving speaker is so tiny that you can forget about using this phone for calling. Rest all is good."
,4,24-Sep-18,"The brightness control is pathetic.... 1 to 4 % it gives likes half of brightness of phone.... And from 50 to 100% the brightness is almost the same.
Since there is no music player of its own.... It makes the experience for normal life boring becquse players from playstore are not what you want if you love hall effects.
Except these everything is perfect and yeah the face scanner unlocks the phones even if you are not looking at it"
,4,16-Oct-18,"Both the phone 2 weeks back , had a battery issue but solved it with data saver and now battery is solid hard and last more than a day with proper usage of around 6 hour 35 min screen on time, wow I must say .. coming to camera I find it great as 19:9 take a vivd photos but 4:3 lacks the vivid output , might be with software .. video is great over all 8/10 as I came from iPhone 8 plus and Samsung Galaxy S8 but still gives a great output . Hardware is great and software is smooth"
,5,12-Oct-18,"In my opinion this One plus 6 The Best I used so far , regarding camera super I must said video quality is excellent, battery is good, performance excellent, sounds not bad but couldn't compare to the iPhone sound quality I must said because I have use iPhone se and the sound recording is so good , otherwise I love this phone 1+6 it is recommended to everyone.
Go for it guys."
,3,18-Sep-18,Not like advertisement shows the mobile and camera very poor quality on night or low light shoot as the price tag must be go samsung not Chinese mobile not premium as samsung. So think twice before why this mobile because is build quality not premium as the price tag.
,4,24-Sep-18,"Its great phone , fast , fluid and easy for day to day work , speaker sound is on the slower side otherwise rest is ok. Apart from the phone the cashback which has been mentioned while purchasing has not been credited by amazon . Because it has been mentioned that for a particular bank debit or credit card no promo code is required and yet no refund yet . Hope its not a gimmick to just show this offer on purchase while check out"
,5,26-Oct-18,"it has been 3 months now i have been using this product and everything is just wow. All the updates are made available easily , happy and satisfied with the product . one thing I noticed that after Android p update , Selfies are seemed to be washed out a bit ... 4.5/5 .... 0.5 deducted because of the price"
,4,13-Sep-18,"Excellent performance truly awesome fastest charging, battery of 4000 mah and wireless charging should have been included with Better sound output from speaker."
,4,29-Sep-18,"ound quality was not up to mark..and also capture is very poor while capturing moving persons and objectives.
Earlier I used to capture same like with my iPhone 5s , that was very good quality.. I was not satisfied with this phone while using Music players, camera, etc.."
,5,09-Nov-18,"The phone offers a lot for the price. Since you are here, you would already know the pros of the phone. The downside of the phone that you need to keep in mind while making the purchase is about the speaker. The single firing speaker on the bottom is below par. Also, though the phone is very slim I felt it is a bit heavy."
,4,19-Oct-18,"Battery life is not satisfactory.. otherwise it's a good device to have . Using for last one week , only thing that is not matching with my expectations at all is battery life . < 15 hours without any games or movie/ video ."
,3,19-Sep-18,"Dear One plus
I bought this fantastic oneplu6 all side are good bt battery has a problem..
battery draining/ discharge so quickly... in a day I have to charging 2 or 3 times.. for save to battery to discharge i dont play any game and dont watch any video and other... what to do... will have to use this phone like this....
I give you 5 star bt i have a issue so i give u 3 star ... plz fix this issue.."
,2,13-Oct-18,I was a proud one plus 2 user. But I am not getting the speed and performance as I expected from my new phone one plus 6. A premium phone as it's moto was speed. Using WiFi or 4G not getting the rapidness some times. And Once a heart breaking shock like I switched on my Bluetooth to connect with a Bluetooth speker and that made my phone to switch off unexpectedly.
,4,16-Oct-18,"Very responsive, voice assistant is too good, good quality camera. I think the phone is very stable.

Only compliant is : the back panel made of glass is too delicate. My phone which is just (5 days old) has fallen from 2 feet and the back glass broke (despite being covered in a case)

I think they should go with a metal back or toughened glass."
,5,05-Dec-18,I have purchased this for My Father-in-law and He is Enjoying it to the fullest. He rarely use all the features but What is most important for Him is Operating Speed and Camera. And The Phone is monster in the speed. Works Fast and The Camera Result is Outstanding.
,5,21-Oct-18,"What can I say? I love my phone. The camera, speakers, battery life all excellent. Dash charger top notch.
Only issue I have is with the OS is the unability to move pictures in the gallery between folders. I need to connect the phone to my PC to be able to do that. If OP can fix that, I'd love it."
,5,16-Nov-18,"At this price point, this is an unbeatable phone. There is very little to fault here. Amazing OS, very fast processing, ample memory and storage, a brilliant camera, excellent display, latest android 9, great community support. The only downside is the single speaker but that does little to take away from the overall experience"
,5,23-Oct-18,"It works well in most areas and with all apps. I find it so good I hardly have to pick up my other devices to see pages on the Internet. The only limitation is outside the range of broadband coverage the phone struggles. If you are on Wi-Fi at home, in the office, this is the best device to have. If you are moving around, I don't know how good it is."
