,Mobile,Rating,Date,Review,Month,Year,Audio,Battery,Camera,Design,Fingerprint,Memory,OS,Performance,Others
70,,3,12-Oct-18,i received phone today sale after receiving phone everything seems quite good outside i ran test one plus care pap test speaker failed got scared i just received brand new phone i thought may refurbished phone send sales days then i looking solution INTERNET found creepy solution like restart boot device vain i clear cache memory factory reset phone finally works still doubting originality phone fresh refurbished ,Oct,2018,Yes,,Yes,Yes,,Yes,,,
71,,1,06-Nov-18,in price range worthy product as per experience months lot problem it stop showing notification message screen incoming voice quality also decreased always noise problems talking for early month life good now also decreasing company promoting high speed i find anything special k worth phone i purchase phone camera quality specific features camera i suggest instead going costly product better go low rates Hamsun phone,Nov,2018,Yes,Yes,Yes,Yes,,,,Yes,Yes
72,,3,20-Nov-18,everything good phone except good features moot g missing mi talking brand specific features mi worried options settings available now there option independently setup notifications per pap lock screen phone locked pull tab phone unlocked in summary lock screen cluttered notifications preferred paps space music paps control i gave feedback response one plus the paps list now tiled vertically side side option available set like one top like the navigation earlier approach fast now takes longer time navigate pap one one volume control good it takes whole new page any video playing time stop this happens especially i playing video want turn alarm sound reduce ringing volume blue tooth connect already known device automatically it seems take long time the gestures sensitive enough work first time it needs least two attempts open pap gestures locked screen,Nov,2018,Yes,,,Yes,,,,Yes,
73,,4,02-Nov-18,camera quality not good by seeing unbolting videos reading reviews i impression camera good since i using realized camera good pica clarity night photos sucks better take photos night times embracing movement showing others slow video worst feature clarity sound amazing OK OK because one need keep increasing decreasing volume hear properly if blue tooth ear pods connected battery dies fast compared phones like Hamsun moot good thing red back looks premium beautiful,Nov,2018,Yes,Yes,Yes,Yes,,,,Yes,
74,,1,09-Feb-19,hi facing many issues product i received phone gets blank screen sometimes paps get closed suddenly battery running fast getting noise vibrations incoming calls etc i want either exchange get repaired service year warranty breach amazon now even feeling mobile worth k mobile defects i mentioned kindly respond exchange mobile one plus support team told get touch amazon so need needful,Feb,2019,,Yes,,Yes,,,,Yes,Yes
75,,5,17-Oct-18,device awesome zero lag picture quality best reading mode awesome kindle pap news paper paps etc battery lasts day least hours display usage time g overall device good if cost get reduced kl the best value money smart phone PS mine GB GB device i be loved GB GB configuration as i people vie known bought high end users device lacks extra memory slot one plus can consider feedback future ,Oct,2018,,Yes,,Yes,,Yes,,Yes,
76,,1,19-Oct-18,phone good bad video quality video calling option native video calling screen means dial number make video call really bad quality reason changed seem Hamsun s except phone good,Oct,2018,Yes,,,Yes,,,,,
77,,1,19-Nov-18,picture quality good sound also good but use battery drains like anything i charge times day normal usage just hype waste money no customer care support all money wasted highly disappointed i playing games phone just occasional usage bf calls even camera much used for first days phone battery performed well now pain,Nov,2018,Yes,Yes,Yes,Yes,,,,,
78,,5,23-Sep-18,my experience GB GB phone bought last month excellent phone value money i also use apple alternate phone scores higher terms options facilities provided speed storage apart versatility latest android it charges fast good security features facility lock paps privacy etc for looking toped phone range plus good option,Sep,2018,,,,Yes,,Yes,Yes,Yes,
79,,3,04-Nov-18,one plus performs smooth decent battery life charging speed one fastest audio via head phone jack sounds really compressed muddy completely disappointed performance speaker sounds okay gets reasonably loud the camera takes decent pictures images look overly processed aggressive noise reduction reduces detail sharpness pictures video recording good good stabilization fps slow motion video mode fun use needs bit work drops quite lot frames makes video look jittery even ample lighting the display really good excellent colors offers good saturation levels makes colors pop the software minimalistic snappy fluid easy use the call quality signal reception wife performance also good but now phones like lg g thin available lower price one plus one plus t one plus ditching headphone jack t make hard recommend phones lg phone pi rating better PhD display wireless charging quad cad better audio performance wide angle camera rather useful useless mp camera one plus t overall one plus good phone best price range used one plus one plus t even one plus t also priced close makes one plus lose customers made company even gradually increasing prices features justify price increase,Nov,2018,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes
80,,1,15-Nov-18,despite phone good service extremely poor the charger toped working days exactly when complained amazon clearly shunned away taking responsibility one plus customer care service asked visit workshop like mks aways place so buy product make sure live near Chandigarh Amritsar Punjab all easy service warranty claims false,Nov,2018,,Yes,,,,,,,Yes
81,,5,28-Oct-18,this phone really masterpiece comes speed display quality the screen superb excellent details sound quality exactly like want the slider change mode vibrate silent cool although battery good enough heavy user might get little disappointed battery my expectations camera quality also met the photo quality good zoom get blurry i believe happen,Oct,2018,Yes,Yes,Yes,Yes,,,,Yes,
82,,5,25-Oct-18, one plus GB best phone comes back cover also although one plus earphone headphone company provided otherwise one best phone maybe equal phone better price within reach camera incredible rear portraiture mode like pica SLR phone comes latest android version best use heavy gaming pap,Oct,2018,Yes,,Yes,Yes,,Yes,Yes,,Yes
83,,5,06-Jan-19,i never used smooth responsive phone life i played lot games the latest one i playing pub mobile after playing one hour still phone works butter smooth no hangs lags restarts overall i totally satisfied product i recommend everyone buy phew,Jan,2019,,Yes,,,,,,Yes,
84,,3,16-Oct-18,photos quality good battery backup improved one plus notch better sound quality speaker loud preferable option play music headphone sound quality good dash charging good overall good compared k,Oct,2018,Yes,Yes,,,,,,,
85,,5,21-Aug-18,pros amazingly fast superb hardware excellent OS perfect camera gestures good premium looks specially red variant cons much improvement needed sound system may done OS updates battery life good can better however charging really fast overall worth buy every penny worth ,Aug,2018,Yes,Yes,Yes,Yes,,,Yes,Yes,
86,,5,18-Oct-18,bought dad using Hamsun s previously really frustrated battery backup tendency hang i skeptical shifting brand choosy brands but finally went reading viewing s reviews honestly days usage disappointed front its ultra smooth superb picture quality problem sound output beautiful build display even outdoors long lasting battery etc it worth money even now i planning shift Hamsun note next flagship one plus,Oct,2018,Yes,Yes,Yes,Yes,,,,Yes,
87,,4,12-Oct-18,well Hamsun s edge user years i skeptical brand initially but got mobile hand i knew one thing sure mobile beast display pretty good of course good Hamsun camera pretty good price of course cant match goggles pixel s but phone blows everyone away performance its simply fastest android and dash charging amazing fast only grouse kinda hem battery life but overall amazing phone,Oct,2018,,Yes,Yes,Yes,,,Yes,Yes,Yes
88,,5,15-Oct-18,thanks amazon giving op k this makes great deal considering refined product feels got android p update soon phone set this phone shortcomings feels premium highlight phone definitely oxygen OS this good ROM many interesting touches overall refined product,Oct,2018,,,,,,Yes,Yes,,
89,,4,17-Oct-18,picture quality good sound also awesome battery av rag head one plus one big problems i found camera slow motion feature recording night time continually blinking video record clearly take seriously please fix problems soon possible,Oct,2018,Yes,Yes,Yes,,,,,,
90,,4,31-Oct-18,took away one star amazon delivered filthy plastic cover bubble wrap not even box high price item product review camera good best low light expecting better low light photos phone call reception good loud clear sound wen playing music but stereo effect i love part phone display excellent battery life excellent the best part s dash charger charges hour glass back beautiful one really careful handling better use cover i use one came along free takes always charm though speed awesome fingerprint scanner face unlocking fast superb,Oct,2018,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes
91,,3,27-Jan-19,ill completely honest product good something blew feet face recognition finger print id quite fast perfect camera good videos full hf seem lower quality slow video patchy Hoboken average as new device battery life average i used nexus despite huge upgrade i see huge performance boost this device even crashed several times playing simple games sound quality however one best loud speaker even loudest available still good,Jan,2019,Yes,Yes,Yes,Yes,Yes,,,Yes,
92,,5,25-Oct-18,the phone phenomenal the overall performance great times phones response little slow gets stuck otherwise issues the camera quality amazing speaker probably best phones vie used their OS i feel fine tuned will probably best phones market,Oct,2018,Yes,,Yes,,,,Yes,Yes,
93,,4,10-Dec-18,after months use find phone really worth it just need software optimizations camera the image quality stock camera pap decent however cam mod done wonders can installed without root speakers people say sound tinny opinion perform pretty good can handle loud background noise easily oxygens the best thing phone the light bloat free ii made fall love software battery it really beast phone Oreo whereas pie degraded bit can easily cut day charges playing heavy games like pub case performance no words it handles everything throw easily looks gorgeous screen its massive screen some people may find difficult handle think due tall form factor thin bezel design difficult hold moreover screen quality really nice the last best dash charger it can charge unto just half hour i totally recommend phone everyone,Dec,2018,Yes,Yes,Yes,Yes,,,Yes,Yes,
94,,5,22-Nov-18,indeed best phone available range i used use notice g phone previously i though moot g got best better fly but even phone got good better fly picture quality good very quick charging phone will run whole day even play games it got speed high quality photo videos results takes mg memory very user grandly phone,Nov,2018,,Yes,,Yes,,Yes,,Yes,
95,,4,29-Sep-18,the phone great complaints excellent graphics amazing camera descent battery life problem charger input volts almost chargers phones volts i travel abroad i take another phone buy another charger just lame,Sep,2018,,Yes,Yes,,,,,,
96,,1,12-Dec-18,its month buy one plus it rear glass got cracked due got heat its grief say issue facing one plus phone i tried contact amazon customer support unable reach kindly provide service fault,Dec,2018,,Yes,Yes,Yes,,,,,
97,,4,26-Sep-18,two cons major average battery life if you tube user will need top evening minor camera better admittedly k flagship k lot money need better justify price tag display performance software ii amazing beyond reproach,Sep,2018,,Yes,Yes,Yes,,,Yes,Yes,Yes
98,,1,24-Oct-18,anytime stop responding wait min auto response voice getting raise anytime playing music video amazon customer care also helpless anything raised complaint replace due rd party pap working device,Oct,2018,Yes,,,Yes,,,,,
99,,4,10-Nov-18,vie using device since month completed now i completely impressed quality performance software usability optimization well camera quality just perfect price paying phone issue just phone every phone snapdragon like polo f normal battery life i hope future update might fixed update continuous usage without gaming gives full day battery life gaming normal usage together battery life lasting just half day overall great phone great specifications thank one plus,Nov,2018,,Yes,Yes,Yes,,,Yes,Yes,Yes
100,,1,11-Oct-18,battery life product delivered poor it drained hrs phone gets heated talking this first day usage definitely expected one plus,Oct,2018,,Yes,,,,,,,
101,,5,14-Nov-18,this last one mm headphone jack the phones performance amazing the battery gets charged really quickly IMO fingerprint reader back seems convenient front although face unlock work perfectly a small negative position camera if i put cover phone camera touches table may get scratches time,Nov,2018,Yes,Yes,Yes,,Yes,,,Yes,
102,,2,30-Oct-18,this last one mm headphone jack the phones performance amazing the battery gets charged really quickly IMO fingerprint reader back seems convenient front although face unlock work perfectly a small negative position camera if i put cover phone camera touches table may get scratches time,Oct,2018,Yes,Yes,Yes,,Yes,,,Yes,
103,,5,27-Nov-18,best phone price camera quality awesome volume OK little problem volume slide button sometimes shows ring media volume sometimes media volume so volume go settings hope new update will solve problem otherwise classy device price,Nov,2018,Yes,,Yes,Yes,,,Yes,,Yes
104,,4,24-Sep-18,its great phone given price pretty much satisfied battery display also got nice display fast charging also pretty good phone snappy snapdragon camera par pixel phone given price range u regret face unlock fastest market fingerprint unlock also snappy the downside speaker tiny,Sep,2018,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes
105,,1,03-Feb-19,once cell phone damaged within year neither amazon one plus gonna take care in country like India salary middle class person month its nothing one plus amazon either i purchased one plus may st screen crushed motor bike road fell accidentally i went taking support one plus customer support person said straight face replace screen one plus one amazing cell phones vie ever used customer support especially premium cell like heart breaking whole return replacement strategy customer robust friendly after incident ill never recommend anyone use one plus person capable handling k expense just changing screen within year purchase,Feb,2019,Yes,,,Yes,,,,,
106,,1,25-Nov-18,mi disappointed amazon second time delivered late their transportation service messed the delivery guy rude acted like favor he ready accept phone cleared test amazon pap the call center guy info results now talk phone over good phone defeats purpose cell phone it design flaw the call receiving speaker tiny can forget using phone calling rest good,Nov,2018,Yes,,,Yes,,,,,
107,,4,24-Sep-18,the brightness control pathetic gives likes half brightness phone and brightness almost since music player it makes experience normal life boring because players play store want love hall effects except everything perfect yeah face scanner unlocks phones even looking ,Sep,2018,Yes,Yes,,Yes,Yes,,,,
108,,4,16-Oct-18,both phone weeks back battery issue solved data saver now battery solid hard last day proper usage around hour min screen time wow i must say coming camera i find great take vivid photos lacks vivid output might software video great i came phone plus Hamsun galaxy s still gives great output hardware great software smooth,Oct,2018,Yes,Yes,Yes,Yes,,,Yes,Yes,
109,,5,12-Oct-18,in opinion one plus the best i used far regarding camera super i must said video quality excellent battery good performance excellent sounds bad compare phone sound quality i must said i use phone SE sound recording good otherwise i love phone recommended everyone go guys,Oct,2018,Yes,Yes,Yes,Yes,,,,Yes,
110,,3,18-Sep-18,not like advertisement shows mobile camera poor quality night low light shoot price tag must go Hamsun Chinese mobile premium Hamsun so think twice mobile build quality premium price tag,Sep,2018,,,Yes,,,,,,Yes
111,,4,24-Sep-18,its great phone fast fluid easy day day work speaker sound slower side otherwise rest OK apart phone cash back mentioned purchasing credited amazon because mentioned particular bank debit credit card promo code required yet refund yet hope gimmick just show offer purchase check ,Sep,2018,Yes,,,,,Yes,,Yes,
112,,5,26-Oct-18, months now using product everything just wow all updates made available easily happy satisfied product one thing i noticed android p update selfish seemed washed bit deducted price,Oct,2018,,,,,,,Yes,,Yes
113,,4,13-Sep-18,excellent performance truly awesome fastest charging battery ham wireless charging included better sound output speaker,Sep,2018,Yes,Yes,,,,,,Yes,
114,,4,29-Sep-18,sound quality mark also capture poor capturing moving persons objectives earlier i used capture like phone s good quality i satisfied phone using music players camera etc,Sep,2018,Yes,,Yes,,,,,,
115,,5,09-Nov-18,the phone offers lot price since already know pros phone the downside phone need keep mind making purchase speaker the single firing speaker bottom par also though phone slim i felt bit heavy,Nov,2018,Yes,,,Yes,,,,,Yes
116,,4,19-Oct-18,battery life satisfactory otherwise good device using last one week thing matching expectations battery life hours without games movie video ,Oct,2018,,Yes,,Yes,,,,,
117,,3,19-Sep-18,dear one plus i bought fantastic nonplus side good by battery problem battery draining discharge quickly day i charging times save battery discharge don't play game don't watch video will use phone like i give star by issue give u star pl fix issue,Sep,2018,,Yes,,Yes,,,,,
118,,2,13-Oct-18,i proud one plus user but i getting speed performance i expected new phone one plus a premium phone moot speed using wife g getting rapidness times and once heart breaking shock like i switched blue tooth connect blue tooth speer made phone switch unexpectedly,Oct,2018,Yes,,,,,,,Yes,
119,,4,16-Oct-18,very responsive voice assistant good good quality camera i think phone stable only compliant back panel made glass delicate my phone just days old fallen feet back glass broke despite covered case i think go metal back toughened glass,Oct,2018,Yes,,Yes,Yes,,,,,
120,,5,05-Dec-18,i purchased my father law he enjoying fullest he rarely use features what important him operating speed camera and the phone monster speed works fast the camera result outstanding,Dec,2018,,,Yes,Yes,,,Yes,Yes,
121,,5,21-Oct-18,what can i say i love phone the camera speakers battery life excellent dash charger top notch only issue i OS inability move pictures gallery folders i need connect phone PC able if op can fix id love ,Oct,2018,,Yes,Yes,,,,Yes,,
122,,5,16-Nov-18,at price point unbeatable phone there little fault amazing OS fast processing ample memory storage brilliant camera excellent display latest android great community support the downside single speaker little take away overall experience,Nov,2018,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes
123,,5,23-Oct-18,it works well areas paps i find good i hardly pick devices see pages INTERNET the limitation outside range broadband coverage phone struggles if wife home office best device if moving around i know good ,Oct,2018,,,,Yes,,,,,
124,,2,15-Dec-18,camera quality bad i stopped video call phone just i return back within return perinea face consequences very bad camera quality will never suggest anyone buy one plus phones,Dec,2018,,,Yes,,,,,,
125,,5,12-Jan-18,i am a fan of one plus like everything about this phone got at very competitive price during great Indian sale of unpicturesque quality sound quality and battery life is great considering my extensive use it is king among all android devices,Jan,2018,Yes,Yes,,Yes,,,Yes,,Yes
126,,4,11-Nov-18,i using phone last six years spending lac phone make sense finally made decision switch android i used Ximian also also good phones lacks camera quality both polo f one plus good phones using phones month satisfied phones however touch one plus slightly better polo f front camera polo f better overall good phones build quality touch back camera one plus superior as now regret switching android since is secure analyzing security aspects android,Nov,2018,,,Yes,Yes,,,Yes,,
127,,5,16-Oct-18,one plus buttery smooth performance SD don't buy t version headphone jack means purchase one plus accessories can attach accessories also charging wireless headphone headache so guys go one plus o,Oct,2018,Yes,Yes,,,,Yes,,Yes,
128,,5,28-Dec-18,anything throw phone will handle like breeze whether high quality graphics demanding games high ram requiring paps no lag stutter ever added awesome nosy camera rear clicks breathtaking pictures charges within muns,Dec,2018,,,Yes,,,Yes,,Yes,
129,,5,13-Oct-18,excellent performance the phone butter smooth paps open fast despite opening multiple paps lag camera good job low light games smooth pleasure use mobile the ii also simple smooth no unnecessary bloat ware only thing i better speakers output sound phone charges roughly hour impressive battery life okay lasts day moderate usage one plus hit must buy ,Oct,2018,Yes,Yes,Yes,Yes,,,,Yes,
130,,1,10-Oct-18,worst battery life below average picture quality average sound quality i made big mistake buying mobile phone,Oct,2018,Yes,Yes,,,,,,,
131,,5,20-Sep-18,thus one plus made kind android phone mean android phone lags hanging even speed one plus community fans might expect lot future models hope never disappoint us now with great battery backup charges within muns discharges slowly slow thing phone ,Sep,2018,,Yes,,,,,Yes,Yes,
132,,4,22-Oct-18,picture quality sound quality good look also awesome when purchase one will think mobile dash charging one plus point but battery life much good gets drain quickly one plus work sustain market price range overall experience good,Oct,2018,Yes,Yes,,,,,,,Yes
133,,4,22-Jan-19,overall good phone i new one plus felt much satisfied camera awesome i never felt lag functionality pap only problem battery use camera clicking pictures gets discharge hrs i even talking videos even normal usages battery will last hardly hrs,Jan,2019,,Yes,Yes,Yes,,,,Yes,
134,,5,30-Aug-18,this best smart phone one can whether camera ram performance dash charging etc n everything awesome but still one issue e battery backup heavy usage good heavy user battery backup quiet satisfactory being heavy user charge phone twice day but i must say well done one plus,Aug,2018,,Yes,Yes,,,Yes,,Yes,
135,,4,31-Oct-18,as ISO phone user first time bought android tat also one plus picture good better taking specification tat company written battery works nice sound quality also great great phone among androids remember always tat phone always best,Oct,2018,Yes,Yes,,,,,Yes,,
136,,1,04-Nov-18,phone getting hanged many times battery backup poor neither i play game i use phone much not sure phone battery dying soon i may got defective piece one plus overall performance OK like smart phone nothing feel great one plus,Nov,2018,,Yes,,Yes,,,,Yes,
137,,1,17-Oct-18,well i m regularly user one plus i purchased earlier one plus t facing problem phone whenever i get call get displayed screen just rings its difficult identify calling secondly giving problem switching mobile switched request assistance pl,Oct,2018,Yes,,,Yes,,,,,
138,,1,01-Sep-18,battery draining fast can i get replacement,Sep,2018,,Yes,,,,,,Yes,
139,,4,21-Oct-18,the phone absolutely excellent but bad luck had big scratch screen apparently comes per applied screen protector the amazon customer care aware fact led lot hassle i cross checked one plus customer care local authorized center kept product lesson learn amazon customer fully aware product specs careful make purchase kudos one plus team great phone,Oct,2018,,,,Yes,,,,,
140,,5,06-Nov-18,unhappy previous phone i wanted device gaming compatible battery efficient fast processor off course enough space after lot evaluation i purchased one plus although one instances i shelling premium i extremely happy decision purchase product efficient delivery highly recommended,Nov,2018,,Yes,,Yes,,,,Yes,
141,,5,22-Nov-18,one best phone awesome camera excellent still pica excellent videos slow motion only one speaker present good quality nice sound clarity battery life good best but dash charger awesome charges hour overall best quality also got best deal,Nov,2018,Yes,Yes,Yes,,,,,,
142,,4,16-Oct-18,bought beauty amazon sale got best deal hassle delivery system no complains product best phone current time but delivery system made reduce one star review delivery dates changed getting extended without justifiable reason had call customer care times get product time,Oct,2018,,,,,,,Yes,,
143,,5,11-Dec-18,one basic function phone messaging timeserver starting application gets everything receive MSG try text something pap gets stuck takes good seconds work properly just understand nowadays software developers donor give proper attention basic features mobile phone one phone one plus satisfied products text message application problem present devices,Dec,2018,,,,,,,Yes,Yes,
144,,3,18-Oct-18,updating android pie bugs fixed like headphone jack quality sound quality good now sum application performing well like lots time face book messenger crushed also feeling lag pub rear camera quality awesome front camera average also feeling display brightness issue updating pie please fix ,Oct,2018,Yes,,Yes,Yes,,,Yes,Yes,
145,,5,06-Jan-19,superb steady performance great speed excellent camera sturdy reliable build for specs beats every overpriced brands cell phones just buy love red color ,Jan,2019,,,Yes,Yes,,,,Yes,
146,,3,20-Jun-18,phone costly earphones available at least get good deal earphones one plus user,Jun,2018,Yes,,,,,,,,
147,,5,05-Jan-19,performance good display awesome i using last months never ever hanged battery long lasted half day make receive calls regular use like calls gaming you tube will run full day,Jan,2019,,Yes,,Yes,,,,Yes,
148,,3,03-Nov-18,phone good thinking shift phone phone and love take pictures all selfish come weird bluer smoothing effect irritate ting otherwise back camera good don't compare camera quality phone but yes one good quality memory batter,Nov,2018,,,Yes,,,Yes,,,
149,,1,29-Dec-18,i using one plus last month back cover comes along phone today opened back cover saw spots color gone its good spending k experience kind thing and worst part even using back cover happens worth busying i don't know mirror black rest camera sound performance good,Dec,2018,Yes,,Yes,Yes,,,,Yes,
150,,4,24-Aug-18,camera yet improved a dual camera must take bright pictures low light well obviously comparable features phone x but budget makes huge difference ram ROM price remarkable,Aug,2018,,,Yes,,,Yes,,,Yes
151,,5,22-Oct-18,the best smart phone market range no phone beats picture quality battery backup battery charging time sound quality price one plus also started giving back case covers along phone fair quality one can used long time got rs discounts got value money,Oct,2018,Yes,Yes,,,,,,,Yes
152,,4,25-Feb-19,great phone battery life good picture quality fine extra fine like Hawaii Hamsun glass makes phone real fragile almost impossible use mirror black without solid cover otherwise glass can shatter anytime soon but overall performance like charging speed phone speed software support just awesome at last think bit overpriced device know still prefer one plus t anytime ,Feb,2019,,Yes,,Yes,,,Yes,Yes,
153,,5,28-Oct-18,picture quality awesome battery sound also good quality totally mobile awesome must buy everyone,Oct,2018,Yes,Yes,,,,,,,
154,,4,18-Oct-18,all can say budget flagship device it required features eh pis camera stability gyroscope portrait mode professional camera mode average sound quality notch splash resistant face unlock feature fingerprint scanner battery good heating issue despite running multiple paps spontaneously rear camera best however front one mark processor best speedily performance design premium just go best loggers,Oct,2018,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes
155,,3,21-Jan-19,my review working fine games best game mode better customize OS super camera good function work excellent pros original screen guard available call recorded audio playing music pap such ridicules weight,Jan,2019,Yes,,Yes,Yes,,,Yes,Yes,
156,,1,18-Dec-18,its even months since i using phone the device stopped working Vonda seem card works fine air tel my Vonda seem works fine devices family members Vonda issues Vonda network location problem happens everywhere just specific area i tried reset reboot options possible even lost data phone nothing seems working i will definitely going one plus ever experience,Dec,2018,Yes,,,Yes,,Yes,,,
157,,4,09-Oct-18,received phone th October i hyped i received after days usage i submerged water twas bad now screen gone sound clarity the phone slow touchscreen working seem reader affected my advice follow the instructions just phone pi rated do not risk it i repeat do not risk it goes k phone bought on line anyone knows service center NE India please advise,Oct,2018,Yes,Yes,Yes,Yes,,,,,
158,,1,02-Feb-19,screen flickering heavy affecting eyes its months purchase found kind issues one plus cons screen flickering happens wife strong battery life okay either seller providing wrong goods product defect one showing issues months purchase,Feb,2019,,Yes,,Yes,,,,,
159,,5,23-Oct-18,no doubt its beast awesome experience so far super fast pap loading its actually fit tag line the speed need i m quite impressed more Dan Wat expected most importantly hrs continuous Pugh mode high frame rate played its quite impressing and top time dear nothing say dis well made decision to upgrade one plus t,Oct,2018,,,,,,,,Yes,
160,,1,13-Nov-18,i like phone i getting issue related battery i want continue phone wanna upgrade next version the sound quality also good i time i bought perfect now sound quality poor battery draining fast also stopping numerous paps games also time playing games i struggled battery phone heated high sad write serious issue kindly help thank,Nov,2018,Yes,Yes,,,,,,Yes,
161,,4,26-Jun-18,i like speed device nexus pixel device one plus constantly hears user complaints addresses really appreciable however design expectation little heavier due massive screen,Jun,2018,,,Yes,Yes,,,,Yes,
162,,4,08-Sep-18,great phone before taking hand thought big sleek excellent processing looks elegant pictures processing operating system great quality a good phone sober looks wish pricing little better,Sep,2018,,,,Yes,,,Yes,Yes,
163,,3,08-Nov-18,review months usage pros good picture quality cameras excellent sound good good battery life cons paps like bi icicle food panda taking much time open even up gradation OS the second seem slot working properly it will active full signal strength gives switched response callers second slim slot time tops will come late something wrong second seem slot no headset will given purchase other good mobile,Nov,2018,Yes,Yes,,Yes,,,Yes,,
164,,5,07-Nov-18,i like everything phone i feel rear dual camera made functional features battery life OK moderate usage heavy users might find lacking the best part rapid charging facility provided one plus its just awesome the ii picture quality good just love gadget ,Nov,2018,,Yes,Yes,,,,,,
165,,5,05-Nov-18,an excellent product you get phone equivalent premium phones available market you change name one called high end phones people will definitely position identify,Nov,2018,,,,,,,,,
166,,4,02-Dec-18,no doubt good phone i seen couple issues like print option available photo gallery message pap hangs sometimes friend also problem etc probably i agree statements one plus killer phone definitely falls good phone segment,Dec,2018,,,,,Yes,,,,
167,,1,07-Dec-18,the phone came tampered packing spite saying amazon said u may open started using weeks time told call centerer pol seems refurbished phone dint offer help the phone goes vibration mode time volume low ring tone stops working phone also got hanged twice uprise,Dec,2018,Yes,,,,,,,,
168,,5,10-Nov-18,bought Walliw sale its excellent product one plus amazing features unbeatable price battery life amazing can easily stretch days decent usage bought battery bank alongside see using battery bank near future,Nov,2018,,Yes,,,,,,,Yes
169,,4,21-Oct-18,this beast you will never regret buying one plus picture quality nice adaptive display sensitive responds immediately change external light it one speaker bottom left sound quality still good the thing i wanted better battery life the battery enough one day use device moderately design premium i purchased mirror black back phone really cool,Oct,2018,Yes,Yes,,Yes,,,,,
170,,4,10-Oct-18,words enough describe awesome mobile its soon give verdict battery life since i using less hrs now body awesome feel display mind blowing software fluid like experience sound crisp,Oct,2018,Yes,Yes,,Yes,,,Yes,,
171,,5,07-Jul-18,speed processor good face recognition biometric unlocks fast screen wideness low pix clarity unto mark pix quality expected audio clarity nice battery backup lasts one day net connectivity superb provided headphone,Jul,2018,Yes,Yes,Yes,Yes,,,,Yes,
172,,5,14-Oct-18,the speed notch display user friendly features et AL expectations the build quality seems fine better compared apple finish build design or else fine this android king yet apple apple,Oct,2018,,,,Yes,,,Yes,Yes,
173,,5,19-Oct-18,best mobile i bought till date have features one can expect range,Oct,2018,,,,,,,,,
174,,5,01-Nov-18,must buy product a little bit expensive good segment like camera battery fast charging light weight go budget allow,Nov,2018,,Yes,Yes,,,,,Yes,Yes
175,,1,15-Oct-18, suggest buy phone i purchased phone months back its display stopped working submitted phone gallery firs say password issue may explain say software issue now saying display issue will replace display bad quality phone never buy,Oct,2018,,,,Yes,,,Yes,,
176,,1,28-Dec-18,have told i will getting cash back i purchase phone using Fahd debit card i made full payment its months i received cash back yet as per bank lots customers facing issue i feel like people getting cheated ,Dec,2018,,,,,,Yes,,,
177,,5,23-Oct-18,this second one plus device t disappointed its premium usual red color just killing phone looks got phone killing price great Indian sale exchange old mobile its worth every penny got sold first day sale only con phone battery ham t which improved otherwise beast mobile,Oct,2018,,Yes,,Yes,,,,,Yes
178,,5,19-Jan-19,the phone enough ram it charges minutes flat percent the camera fantastic great deal storage available i got fantastic price amazon,Jan,2019,,Yes,Yes,,,Yes,,,Yes
179,,5,07-Nov-18,i bought friend review has wonderful hand experience love user interface quirks alarm sounds gesture controls etc multitasking super fast picture quality fantastic the battery speakers better the charging adapter bulky its mine i love ,Nov,2018,,Yes,,Yes,Yes,,,Yes,
180,,4,15-Oct-18,everything phone awesome was disappointed amazon taking days delivery prime member packaging average not much protection box tampers phone intact the side sound mode toggle switch little loose mi sure phone phones ,Oct,2018,Yes,,,,,,,,
181,,3,14-Nov-18,this phone eventually gets slow sound average due one speaker picture quality slightly average due exposure battery life doesn't last hours continuous usage there nothing extraordinary phone good daily basis re thinking comparing phones don't phone SE equally fast gaming sometimes faster thus s good phone price one plus eve thought placing price tag ,Nov,2018,Yes,Yes,,,,,,Yes,Yes
182,,4,08-Oct-18,performance doubt good fastest android update Google phones picture quality good expected front camera back cameras better after pie update deteriorated battery life pie update improved still needs improvement,Oct,2018,,Yes,Yes,,,,Yes,Yes,
183,,4,17-Oct-18,good product one plus user good see characteristics maintained also no complaints phone got good price unfortunately delivery buying experience unto mark very poor show amazon seems portal even care customers prob ab,Oct,2018,,,,,,,,,Yes
184,,1,18-Nov-18,worst service ever company doesn't care customers product bought no service existing customers quality product worst especially back cover at first slip mobile broke even aft back case the its bad quality product even service providers company representatives one plus showroom Koralle say tat accept tat so point buying product,Nov,2018,,,,,,,,,
185,,2,31-Jan-19,worst service service center know loot customers battery life unto mark the durability strength phone less just dropped single time screen got cracked sensed phone repair service center took days just replacement display worst mobile worst service ever faced don't buy use money valuable phone worth ,Jan,2019,,Yes,,Yes,,,,,
186,,5,13-Oct-18,much improved battery life speed camera i also received android update however one plus needs improve depth sensing photos detect edge detection its way beyond available market otherwise great quality camera,Oct,2018,,Yes,Yes,,,,Yes,Yes,
