Attribute,TFIDF
recorded,5.298317367
recorder,5.298317367
recording,25.7510066
rectify,5.298317367
red,9.222703505
redirected,5.298317367
reduce,7.377758908
reduced,9.210340372
reduces,5.298317367
reduction,5.298317367
refined,10.59663473
refund,16.79882031
refurbished,16.79882031
regarding,12.59911523
register,13.81551056
registration,5.298317367
regret,18.44439727
regular,7.377758908
reinstalled,5.298317367
related,12.59911523
reliable,9.210340372
rely,3.912023005
remain,4.605170186
remains,5.298317367
remarkable,9.210340372
remember,5.298317367
remove,3.912023005
removed,12.59911523
repair,7.824046011
repaired,9.210340372
repeat,4.605170186
repeating,5.298317367
repentant,5.298317367
replace,17.97439364
replacement,24.54590528
reply,9.210340372
representative,8.399410156
representatives,5.298317367
reproach,5.298317367
reputed,5.298317367
request,9.210340372
require,3.506557897
required,16.79882031
requirement,4.199705078
requirements,9.210340372
requiring,5.298317367
rerun,5.298317367
resale,5.298317367
reset,15.64809202
resistance,12.59911523
resistant,12.59911523
resolution,12.59911523
resolved,9.210340372
respond,11.06663836
responding,5.298317367
responds,5.298317367
response,21.03934738
responsibility,9.210340372
responsive,15.64809202
rest,17.68010051
restart,11.73606902
restarts,5.298317367
restrictive,5.298317367
result,3.506557897
resulted,5.298317367
results,15.64809202
retrorocket,5.298317367
return,32.18875825
review,34.53877639
reviews,23.46685052
revived,5.298317367
rich,5.298317367
rid,4.199705078
ridicules,5.298317367
ridiculous,5.298317367
right,8.701266281
ring,8.160883314
ringing,5.298317367
rings,4.605170186
risk,10.59663473
road,4.199705078
robust,13.81551056
robustness,5.298317367
rocket,5.298317367
role,5.298317367
ROM,9.210340372
room,4.605170186
root,5.298317367
rs,3.722202375
rude,5.298317367
run,21.2740803
running,23.46685052
s,0
SA,5.298317367
sad,9.210340372
said,26.81925774
salary,5.298317367
sale,42.93738695
sales,9.210340372
same,5.298317367
sap,2.733368009
satisfactory,12.59911523
satisfied,31.90464303
satisfy,9.210340372
saturation,5.298317367
saved,5.298317367
saver,5.298317367
saw,16.79882031
say,51.90775561
saying,12.59911523
scale,10.59663473
scan,6.704814435
scanner,18.44439727
scans,5.298317367
scape,5.298317367
scared,5.298317367
scheduled,5.298317367
schnitzel,5.298317367
scores,5.298317367
scratch,3.912023005
scratches,12.59911523
screen,98.32080814
SD,12.59911523
SE,9.210340372
seafoods,5.298317367
seamless,5.298317367
searching,5.298317367
second,24.80874231
seconds,9.210340372
sections,5.298317367
secure,5.298317367
security,19.56011503
see,19.49152526
seeing,5.298317367
seem,26.48729896
seemed,5.298317367
seems,39.88890055
seen,15.64809202
segment,9.210340372
select,5.298317367
self,3.352407217
selfish,21.03934738
seller,9.210340372
selling,12.59911523
send,9.210340372
sense,4.605170186
sensed,5.298317367
sensing,5.298317367
sensitive,12.59911523
sensitivity,5.298317367
sensor,11.73606902
sensors,5.298317367
series,5.298317367
serious,4.199705078
serve,3.218875825
server,4.605170186
serves,9.210340372
service,78.88332872
services,5.298317367
sessions,5.298317367
set,14.12327032
setting,3.506557897
settings,18.44439727
setup,9.210340372
several,12.59911523
shape,5.298317367
sharp,8.399410156
sharpness,5.298317367
shatter,5.298317367
sheets,5.298317367
shelling,5.298317367
shift,9.210340372
shifting,5.298317367
shipped,5.298317367
shock,9.210340372
shoot,4.199705078
shooting,9.210340372
shopping,5.298317367
short,8.399410156
shortcomings,5.298317367
shots,9.210340372
show,10.93347204
showed,5.298317367
showing,15.64809202
shown,5.298317367
showroom,5.298317367
shows,9.210340372
shrill,5.298317367
shunned,5.298317367
shutting,5.298317367
side,12.72158122
sight,5.298317367
signal,9.210340372
silent,12.59911523
silicon,5.298317367
silk,5.298317367
similar,13.81551056
simple,12.59911523
simplicity,5.298317367
single,21.03934738
sink,5.298317367
sir,5.298317367
size,15.64809202
sized,5.298317367
skeptical,9.210340372
sleek,9.210340372
sleeping,5.298317367
slide,3.688879454
slider,15.64809202
slight,7.013115795
slim,9.210340372
slip,8.399410156
slipped,5.298317367
slippery,5.298317367
slot,29.51103563
slow,38.31451379
slowed,5.298317367
slower,5.298317367
slowness,5.298317367
SLR,9.210340372
small,21.03934738
smart,43.50633141
smirks,5.298317367
smooth,32.95305501
smoothening,5.298317367
smoothing,5.298317367
smut,5.298317367
snapdragon,23.46685052
snapped,5.298317367
snappy,16.79882031
sober,5.298317367
social,13.81551056
socket,10.59663473
software,45.4631156
sold,13.81551056
solid,9.210340372
solution,14.02623159
solvable,5.298317367
solve,3.688879454
solved,7.824046011
someone,5.298317367
something,15.64809202
song,5.298317367
sorted,5.298317367
sound,75.43612429
sounds,16.79882031
space,12.59911523
spaced,5.298317367
span,5.298317367
speak,1.660731207
speaker,52.30938307
speakers,39.38775003
speaking,5.298317367
spec,2.302585093
special,3.218875825
specific,14.02623159
specification,4.605170186
specifications,5.298317367
specs,15.64809202
speed,67.32728734
speer,9.210340372
spelling,5.298317367
spending,15.64809202
spent,9.210340372
spill,5.298317367
spite,3.352407217
splash,9.210340372
spots,5.298317367
spur,5.298317367
SS,5.298317367
st,0.278524135
stability,5.298317367
stabilization,5.298317367
stable,4.605170186
stagnant,5.298317367
stand,6.202185578
standard,4.605170186
standards,5.298317367
standing,4.199705078
star,20.72213732
started,12.59911523
starting,5.298317367
statements,5.298317367
stays,10.59663473
steady,5.298317367
stereo,18.44439727
stock,9.210340372
stop,9.303278368
stopped,12.59911523
stopping,5.298317367
stops,9.210340372
storage,15.64809202
store,4.605170186
stored,5.298317367
strange,5.298317367
strata,5.298317367
strategy,5.298317367
strength,9.210340372
stretch,5.298317367
strong,9.210340372
struggled,5.298317367
struggles,9.210340372
stuck,9.210340372
stuff,9.210340372
stunning,5.298317367
sturdier,5.298317367
sturdy,5.298317367
stutter,5.298317367
style,5.298317367
sub,3.912023005
subject,5.298317367
submerged,5.298317367
submitted,5.298317367
such,5.298317367
sucks,9.210340372
suggest,13.40962887
suggested,12.59911523
suitable,5.298317367
sum,7.377758908
summary,9.210340372
sun,2.407945609
sung,5.298317367
sunlight,5.298317367
sunrise,5.298317367
super,27.03274004
superb,36.57433932
superior,12.59911523
supplied,5.298317367
support,36.57433932
supporter,5.298317367
supports,10.59663473
sure,19.13357606
surprise,8.399410156
surprised,5.298317367
surprising,5.298317367
sustain,5.298317367
sweet,10.59663473
swift,5.298317367
swiping,18.42068074
switch,17.40253256
switched,21.03934738
switching,9.210340372
syncing,5.298317367
system,19.56011503
t,0
tab,2.813410717
table,6.202185578
tablet,5.298317367
tag,19.31325495
taiga,5.298317367
take,28.11670096
taken,9.210340372
takes,31.01092789
taking,26.96159046
talk,12.8755033
talking,15.64809202
tall,2.900422094
tampered,5.298317367
tampers,5.298317367
tap,12.59911523
tasks,5.298317367
tat,12.32552011
team,18.44439727
tear,5.298317367
tech,3.506557897
technical,9.210340372
technology,9.210340372
tel,6.120662486
tell,5.298317367
tendency,9.210340372
terms,15.64809202
test,9.210340372
tested,13.81551056
testing,5.298317367
text,13.81551056
Thai,5.298317367
thank,8.987196821
thanks,23.46685052
thin,6.74358058
thing,20.36745081
things,28.96988242
think,29.25186041
thinking,18.44439727
thorough,5.298317367
thought,23.96585819
thoughtful,5.298317367
thoughts,5.298317367
threw,13.81551056
thrilled,9.210340372
throw,12.59911523
tidy,5.298317367
tie,3.688879454
tiled,5.298317367
time,61.03899613
timely,5.298317367
times,23.3228989
timeserver,5.298317367
ting,1.220779923
tinny,5.298317367
tiny,12.59911523
tired,9.210340372
today,14.75551782
toggle,5.298317367
Toiboid,5.298317367
told,21.03934738
tomorrow,5.298317367
tone,9.210340372
tony,5.298317367
took,18.44439727
tooth,22.13327672
toothbrush,5.298317367
top,9.631782435
toped,12.59911523
tops,4.199705078
torch,5.298317367
total,6.202185578
touch,20.30295466
touched,4.605170186
touches,12.59911523
touchscreen,5.298317367
tough,4.605170186
toughened,5.298317367
track,5.298317367
tracking,5.298317367
transfer,5.298317367
transportation,5.298317367
travel,5.298317367
treble,5.298317367
trending,5.298317367
tried,25.7510066
TRUE,13.81551056
trump,5.298317367
trust,5.298317367
try,11.06663836
trying,5.298317367
tube,18.44439727
tuned,9.210340372
tuning,5.298317367
turn,11.25364287
tutu,5.298317367
TV,5.298317367
twas,5.298317367
twice,2.995732274
twitter,5.298317367
type,9.210340372
typing,13.81551056
ultra,4.605170186
unable,12.59911523
unbeatable,12.59911523
unbelievable,5.298317367
unbolting,5.298317367
unbound,5.298317367
understand,14.75551782
unhappy,5.298317367
unique,9.210340372
unlock,48.35428695
unlocked,5.298317367
unlocking,9.210340372
unlocks,8.399410156
unnecessary,5.298317367
unpicturesque,5.298317367
unstable,5.298317367
untouched,5.298317367
update,56.23340192
updated,5.298317367
updates,27.9098351
updating,22.13327672
upgrade,16.76203609
upgraded,9.210340372
upgrades,4.605170186
upgrading,5.298317367
upswing,5.298317367
usability,5.298317367
usage,68.81394997
usages,5.298317367
use,47.72559723
used,51.98603854
useful,5.298317367
useless,12.59911523
user,50.88632487
users,12.59911523
uses,5.298317367
using,82.68257324
usual,4.605170186
utilization,5.298317367
utmost,5.298317367
vain,5.298317367
valuable,5.298317367
value,31.90464303
variant,15.64809202
various,5.298317367
vehicle,5.298317367
verdict,5.298317367
versatility,5.298317367
versify,5.298317367
version,21.03934738
VGA,5.298317367
vibrant,5.298317367
vibrate,9.210340372
vibrations,5.298317367
vibrator,5.298317367
video,62.30776977
videos,29.95732274
vie,15.44817229
view,2.302585093
viewing,9.210340372
visible,5.298317367
vision,5.298317367
visit,11.73606902
visited,5.298317367
visiting,5.298317367
vital,5.298317367
vivid,10.59663473
voice,19.56011503
volt,8.399410156
volts,10.59663473
volume,49.09181056
Vonda,23.02585093
wait,7.377758908
waited,9.210340372
waiting,5.298317367
wake,10.59663473
wale,5.298317367
Wallache,5.298317367
Walliw,9.210340372
wanna,9.210340372
want,35.30817581
wanted,20.99852539
wanting,5.298317367
ware,4.414549826
wares,5.298317367
warm,5.298317367
warranty,15.64809202
was,3.506557897
washed,5.298317367
waste,13.81551056
wasted,5.298317367
Wat,5.298317367
watch,11.73606902
watched,5.298317367
water,30.17166496
way,15.45092439
weak,5.298317367
website,4.605170186
websites,5.298317367
week,18.60655674
weeks,12.59911523
weight,9.210340372
weird,9.210340372
welcome,5.298317367
went,21.03934738
wet,5.298317367
whats,3.688879454
white,5.298317367
whole,21.03934738
wide,4.605170186
wife,21.03934738
willing,5.298317367
winch,5.298317367
window,5.298317367
wireless,7.824046011
wise,6.907755279
wish,8.399410156
wishing,5.298317367
wk,5.298317367
woad,5.298317367
wonderful,9.210340372
wondering,5.298317367
wonders,5.298317367
Wong,5.298317367
wont,5.298317367
word,3.688879454
words,12.59911523
work,26.06705577
workable,5.298317367
worked,5.298317367
working,44.3718724
works,42.93738695
workshop,5.298317367
worried,12.59911523
worry,5.298317367
worse,5.298317367
worst,50.6413929
worth,36.57433932
worthy,5.298317367
wow,11.73606902
wrap,5.298317367
wrath,5.298317367
write,9.210340372
writing,9.210340372
written,5.298317367
wrong,12.59911523
x,2.390179005
Ximian,5.298317367
XL,5.298317367
xx,5.298317367
yawn,5.298317367
yeah,4.605170186
year,10.51967369
years,15.64809202
yrs,5.298317367
z,1.961658506
Zeno,13.81551056
zoom,5.298317367
