,Mobile,Rating,Date,Review,Month,Year,Audio,Battery,Camera,Design,Fingerprint,Memory,OS,Performance,Others
80,Oneplus3,5,21-Oct-16,mi much happy bought mobile one powerful well made mobile right now thanks snapdragon processor GB ram both primary secondary cameras amazing their high quality sharp images ham battery impressive still battery good enough day dash charging made life convenient fast need worry long hours battery charge min charge will give battery altogether one plus almost perfect phone specs price range thanks one plus team,Oct,2016,,Yes,,,,Yes,Yes,Yes,Yes
81,Oneplus3,2,25-Nov-16,it greatest phone price range numerous bugs software oxygen OS service center even resolve first foremost screen overlay issue every time install pap visit safe mode provide permission pap this biggest bug causing huge trouble ND set different ring tones different seem cards rd ram utilization but best thing charging facility camera quality speed though lagging couple days playing games like death trigger asphalt one plus kindly resolve screen overlay issue making mess ,Nov,2016,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes
82,Oneplus3,1,02-Jan-18,this product good days with usage functionality product got degraded lot it never seems GB ram my old phones popular brands GB ram functioning lot better i used popular brands market both android is never faced issue like so even though i phone i still using old phone i just kept phone aside complete waste money after factory reset works fine days issues this may issue brand few friends faced issue please think twice purchasing,Jan,2018,,Yes,,,,Yes,Yes,,
83,Oneplus3,1,30-May-17,a good phone however problem touch screen touching certain area registered two fingers i emailed called customer support several times taken service center however returned without fix,May,2017,,,,Yes,,,,,
84,Oneplus3,5,23-Oct-17,i need nothing say phone it flagship killer one year now using flaws regular updates company keeps mobile new not perfectly design don't mind cox damn strong durable phone dropped many many times needed repairs got starches this made buy one plus future model camera quality good one understood good camera phones helps promote sales,Oct,2017,,,Yes,Yes,,,,,
85,Oneplus3,5,17-Oct-16,hello purchased one plus really superb phone excellent camera looks finest touch gorilla glass obviously oxygen OS word body looking good phone volt best option Hamsun s s expensive phone cost thanks one plus,Oct,2016,,,Yes,Yes,,,Yes,,
86,Oneplus3,3,31-Jan-17, six month using one plus days automatically gets switch using tried many times power nothing happen single time dropped phone contact water six moth expensive phone will come up type issue suggest buy battery also dies much fast actually thanks fast charging creates much problems,Jan,2017,,Yes,,,,,,Yes,
87,Oneplus3,4,07-Oct-16,the phone almost par expectations pros build quality performance the finger print sensor list go cons i hate the placement of the speakers your hand tends to cover the whole thing camera good bit slow don't trust gigs ram phone hanged times i guess fine thats the phones great month thumbs one plus,Oct,2016,,,Yes,Yes,Yes,Yes,,Yes,
88,Oneplus3,5,19-Jun-17,being amazon prime member hurt go ahead member numerous benefits will get products doorstep time the product usual great complaints yr usage update still works like charm issues still,Jun,2017,,Yes,,,,,Yes,,
89,Oneplus3,1,01-Feb-17,this thing heating like hell battery drains fast within hour defective amazon accept return asks us visit center even return window not buying mobiles amazon sorry loyal prime customer disappointed lame response,Feb,2017,,Yes,,,,,,Yes,
90,Oneplus3,3,22-Nov-18, bought phone good reviews touch screen bottom stopped working one year lags sometimes camera just avg compared thousand mobile phones going upgrade phone time m going buy one plus phone cause problems faced one plus ,Nov,2018,,,Yes,Yes,,,,,
91,Oneplus3,4,16-Sep-16,awesome specs electroencephalographic sensor button lag sapwood why u buy super fast multitasking without hiccups u know go specs dash charger can charge one plus muns freedom power banks mobile feel awesome hand back finish nice feels like i phone u can buy regret can work upon camera big camera back spoils finish look see can add small camera call voice quality perfect heats actually m thinking find improvements cell perfect person like ,Sep,2016,Yes,Yes,Yes,Yes,Yes,,,Yes,
92,Oneplus3,5,03-Dec-16,this phone real killer very responsive no sluggishness ultrafast charging good camera great spec i bought phone wife i personally use s edge some features phone really amazed compared s edge from fast charging battery backup camera features really good the spec far best go ,Dec,2016,,Yes,Yes,Yes,,,,Yes,
93,Oneplus3,3,16-Dec-16,the overall product nice one thing overpowers lacking battery department the battery backup phone nothing ordinary the battery drains even stand quite annoying barring phone excels every department except touch latency issue giving basically three stars mostly due battery backup issue,Dec,2016,,Yes,,Yes,,,,,
94,Oneplus3,2,25-Oct-16,i purchased august great features using month minor problem hardware i given service center days back till today i received paid much many i invest standby mobile so buying buy one handset standby,Oct,2016,,,,,,,,,
95,Oneplus3,1,13-Jan-17,problem device arose th day delivery lock button got jammed mobile automatically switched every sec when opted return request return window closed NE h option and service center km away city i waste whole day get mobile repaired u charge much amount u cant provide quality mobiles,Jan,2017,,Yes,,Yes,,,,,
96,Oneplus3,5,27-Sep-17,awesome device i gone negative reviews found glass display strong but due whelming positive respond i went feels premium second day showing device sis accidental dropped maybe height feet face first finally sliding short distance crashed wall my heart mouth i already nightmare cracked display but thankfully device took drop pretty well due per installed screen protector damage screen zero ya minor bump side ignorable final verdict device awesome handles everything thrown ease,Sep,2017,,,,Yes,,,,,
97,Oneplus3,4,06-Oct-16,top class android phone right now world price though minor cons hope solved software updates pros fantastic display ultra slim phone high performance see lag fantastic rear camera features like phone good k video recorder cons average battery life lasts hours thanks dash charger muns can charge fully average front camera low sound used k note compared low verdict best phone budget,Oct,2016,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes
98,Oneplus3,3,26-Jun-17, product good mi disappointed knowing physical damage service offered versify i got know screen damage months purchase now i cant anything even device warranty another th purchase amount spend i will probably buy new phone instead,Jun,2017,,,,Yes,,,,,Yes
99,Oneplus3,5,26-Oct-16,fantastic smart phone worth every single penny stylish elegant very snappy day day usage thanks snapdragon chip set ad reno pug gigs ram inboard made day day work fast battery okay day usage sometimes needs two charges worry thanks dash charging one plus very fast charging just muns fantastic product end day far better flagships,Oct,2016,,Yes,,Yes,,Yes,Yes,Yes,
100,Oneplus3,5,21-Aug-17,bought year ago happy op have installed like paps downloaded tones data phone kept storage like almost saturated condition found problems yet works like charm even storage full,Aug,2017,,,,,,Yes,,,
101,Oneplus3,4,26-Oct-16,used new phone almost week good service phone also great little issue heating charge it delivered time its sad earphone given package it earphone costs extra k buy one plus store no visible speed paps though GB ram it seems previous GB ram phone paps hang sometimes complete ram utilization happening front cam though mp good medium light these things stopped giving full stars there lots good qualities like display oxygen OS rear camera photo quality much better phones,Oct,2016,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,
102,Oneplus3,4,27-Jan-17,phone excellent really monster hangups heats rapidly bad battery drains fast bad not compatible windows unchanging cable short universal charger you buy costly car charger no earphones company should broad hearted provide good earphone car charger,Jan,2017,Yes,Yes,,,,,,Yes,Yes
103,Oneplus3,1,29-Aug-17,this second time months phone stopped working seriously amazon mean i just wasted around rupees i bought two sets one plus one working anymore option i getting deal i will soon post video whats happening phone,Aug,2017,,,,,,,,,
104,Oneplus3,1,28-Jan-17,received defect phone s months able use it service center since able resolve issue head phone working speaker volume slow hear service center retired without repairing i submit i will never recommend buy please ware,Jan,2017,Yes,,,Yes,,,,,
105,Oneplus3,5,03-Jan-17,this third one plus all family members one plus i just love one plus built quality amazing and far better called flagships ssh battery doesn't burst either yes phones market similar specs either expensive far many cons pros don't think much buy beast this best money move can bet eyes closed,Jan,2017,,Yes,,,,,,,
106,Oneplus3,5,24-Jun-17,hi friends form Tamil Xanadu i used one plus mobile one best mobile every life i used Hamsun zoom grand Hamsun galaxy take nosy Ericsson's model phone i used nosy Peria model phone i use last one year i used one plus mobile phone laking last one word i used hrs on line hanging prim best mobile buy friends English bad i know yrs anything wrong,Jun,2017,,Yes,Yes,Yes,,,,,
107,Oneplus3,5,09-Oct-16,best phone i ever bought very fast smooth only problem screen it delicate high chances getting damaged i already replaced i used Hamsun phone years never faces screen problem may quality screen good,Oct,2016,,,,Yes,,,,Yes,
108,Oneplus3,4,21-Nov-16,i came using is i found less secure default i enforce security policies phone encrypt pin secure moreover camera mark compared phone standards other device simply flies i seen druid devices hang lot one pro snappy android without lag nice screes well i feel color production screen bit unnatural tolerable ,Nov,2016,,,Yes,Yes,,,Yes,Yes,
109,Oneplus3,5,23-Dec-16,dash charge best thing phone apart camera performance will take soul its good performance area looks,Dec,2016,,Yes,Yes,Yes,,,,Yes,
110,Oneplus3,4,24-Nov-16,bought beast month ago putting review now plenty positives like sleek design light weight v good screen resolution blazing fast performance dual seem decent camera battery life i installed go launcher weeks took toll battery life removed unfortunately FM one can still store plenty audio video files given GB internal storage approx available used the phone looks great without back cover case one needs brave well careful enough using overall superb all rounder phone price best k category without second thought,Nov,2016,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes
111,Oneplus3,2,19-Feb-19,i actually liked phone initially camera stopped working properly years camera focus not even manual mode with difficult tap screen times get focus want couple seconds auto focus kicks makes focus i disappointed money i paid i one plus one model i never going buy one plus phones also will recommend others,Feb,2019,,,Yes,Yes,,,,,
112,Oneplus3,5,15-Sep-16,its great experience far it feels awesome hold phone people look back phone ask phone i happy product performance awesome far battery life okay far dash charging really works fine camera good sound good without headset go less price much quality price good deal i hope works just like working since days good product plus team want d,Sep,2016,Yes,Yes,Yes,,,,,Yes,Yes
113,Oneplus3,1,18-Jul-17,i loved phone got stolen within months its sad see matter smart best one might claim phone can recover despite proximity sensors full charge good camera fps network connectivity i expected one plus secure enough but also can buy piece mind,Jul,2017,Yes,Yes,Yes,,,,,,
114,Oneplus3,4,19-Sep-16, product good issues far the concern i get feel mild shock kind vibration i touch sides phone charging i told many common even phone will behave way i afraid contact service center simple issue service center guy informs touch screen issue i wish one plus train associates properly quite rude responding customers,Sep,2016,,Yes,,Yes,,,,,
115,Oneplus3,4,22-Oct-16,super product one plus weighs light got good deal exchange one plus phone the soft gold GB beautiful one indeed apart technical features phone offer the phone great music phone listening dash charge good feature hoping one plus care also offers good service this good purchase reasonable price point best phone ,Oct,2016,Yes,Yes,,,,Yes,,Yes,Yes
116,Oneplus3,5,04-Oct-16, one best phone affordable price one can beat i using last months works fast smooth everything superb screen camera battery finger scan fast charging plus feature but headphone company i will suggest buy,Oct,2016,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes
117,Oneplus3,3,09-Oct-16,received device last Wednesday performance wise good design also looks solid but disappointed feels warm sometime little hot even small usage normal browsing understand heating normal heavy games usage charging heating normal usage expected i bought based feedbacks friends noticed heating issue on normal usage seems device problems lets see gets resolved coming updates also unfortunate buyer device per new amazon replacements policies you need go op service center get certificate replacement,Oct,2016,,Yes,,Yes,,,,Yes,
118,Oneplus3,5,09-Sep-16,what experienced last days use performance awesome get slow even loading paps background the design sexy the battery bad u might think OK dash charging treat the camera bit better thats conclusion best value money phone market right now,Sep,2016,,Yes,Yes,Yes,,,,Yes,
119,Oneplus3,4,30-Sep-16,great phone performance brilliant smooth great camera i will talk cons everyone want buy phone will know specifications cons brightness higher battery drains fast but charger awesome it will get within hour do expect last whole day loud speakers but bass sound good hard find good tempered glass protector p till date none despite cons i still love phone most cons can fixed software update hopefully will release thumbs phone,Sep,2016,Yes,Yes,Yes,Yes,,,Yes,Yes,
120,Oneplus3,3,19-Dec-17,happy features screen vulnerable broken mobile charger fell went replacement coated k i screen guard still screen survive slightest touch charger specs wise competition price range one plus,Dec,2017,,Yes,,Yes,,,,,Yes
121,Oneplus3,5,24-Dec-16,one better phones available price bracket seamless functionality wonderful speeds predefined themes slightly basic can always download others fast battery lasts quick charge sharp camera support expand storage helps light weight slim definitely recommended,Dec,2016,,Yes,Yes,Yes,,Yes,,Yes,Yes
122,Oneplus3,5,24-Oct-16,an excellent phone brilliant performance vibrant screen color good battery life camera quality superb best part slow motion capture oxygen OS still need match customizations cyanogen mod OS like true caller integration power button capture photos different sliders volume adjustment overall phone pretty awesome ,Oct,2016,Yes,Yes,Yes,Yes,,,Yes,Yes,
123,Oneplus3,5,20-Feb-19,best smart phone i used far picture quality simply awesome better phone i say i using phone earlier switched one battery life improved,Feb,2019,,Yes,,,,,,,
124,Oneplus3,1,15-Jul-17,i satisfied product its even one year already troubling its ear speaker working properly i bought expensive mobile now understand i find service center every time i take call i put speaker mode everyone around hear every single word person says the experience pathetic,Jul,2017,Yes,,,,,,,,
125,Oneplus3,4,28-Sep-17,the best phone range segment the specifications way mobiles segment although still disappointed screen resolution where can see Hamsun k display become common now i wonder one plus left comparison rest best class phone,Sep,2017,,,Yes,Yes,,,,,
126,Oneplus3,4,24-Feb-17,great build aesthetics right dimensions good fit hands despite large screen size brilliant sound quality camera pretty good pixels can capture capture quality good low right pictures good prone blurred pictures maybe due shutter speed processor memory con fig love ,Feb,2017,Yes,,Yes,Yes,,Yes,,Yes,
127,Oneplus3,5,29-Oct-16,amazing phone great features sexy looks dash charge awesome super fast processor GB ram camera crisp takes good pictures finger print sensor super fast the con gets heated bit common phones using snapdragon overall smart phone year,Oct,2016,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
128,Oneplus3,1,19-Aug-17,my bad known Chinese product anyways phone bought June went dead watching video residual charge it come least hour even i plugged charge guess i bring tap hard back as i said Chinese phone never trust hope get drift ,Aug,2017,,Yes,,,,,,,
129,Oneplus3,5,06-Jan-17,best smart phone ever used first read many people review problem heating many problems believe Chinese smart phone make happy never thought everyone use smart phone know quality Chinese smart phone compared flagship companies best smart phone rate star had never think us Chinese model believe excellent smart phone service also awesome versify pap make easy ,Jan,2017,,Yes,,Yes,,,,,
130,Oneplus3,5,03-Oct-16,vie using one plus months now great phone voice quality pref speed dash charging great feature very happy,Oct,2016,Yes,Yes,,,,,,Yes,
131,Oneplus3,5,22-Feb-17,i still remember much i chased INTERNET trying figure phone i buy its months now mi still proud this phones gives feeling ultimate achiever almost every phone past disappointed one the moment i opened box saw Ojibwas love first sight its still no relation ever good thanks ,Feb,2017,,,,,,,,,
132,Oneplus3,5,13-Mar-17,this phone awesome using months now complaints now would gone t version available time works smooth time camera brilliant dash charging saves lot time,Mar,2017,,Yes,Yes,,,,,Yes,
133,Oneplus3,1,28-Aug-17,got faulty phone screen touch working fine scroll sticks automatically opens item even colors screen looks little faded l i expect amazon i appreciate replace faulty piece,Aug,2017,,,,Yes,,,,,
134,Oneplus3,4,03-Oct-16,well almost months usage i understand specs well side viewing angles phone amazing test vertically u notice changes color like pinkish blueish color well ambled screen highest quality also camera feels average take photos amazing well doubt performance par somewhere better phones double cost i given star better camera screen,Oct,2016,,Yes,Yes,Yes,,,,Yes,
135,Oneplus3,5,23-Aug-16,if budget go phone phone genuine excellent but packing wasn't good enough sad part earphones phone apart phone actually good,Aug,2016,Yes,,,,,,,,Yes
136,Oneplus3,4,24-Nov-17,if looking good camera front rear good battery life phone s after using phone year i can say front camera horrible poor image stabilization rear camera fine low light images bad also another big problem battery life charge phone times day moderate use battery really disappointing well rest phone s OK good CPU multi tasking OK i will give rating phone,Nov,2017,,Yes,Yes,Yes,,,,,
137,Oneplus3,5,15-Dec-16,i used note i part but lot persuading wife brother i bought phone and honest wonderful product i haven't touched note sin,Dec,2016,,,,,,,,,
138,Oneplus3,5,18-Dec-18,one best electronic goods i purchased lifetime a stock android getting generations updates was definitely worth money i purchased k cot nowadays op produce good phones price bracket all mid range phones inflated price nowadays everyone setting price similar apple phones ,Dec,2018,,,,,,,Yes,,Yes
139,Oneplus3,4,07-Oct-16,great phone great value money good battery life fast charging some cons i encountered using phone gets pretty hot extensive heavy use like gaming very slippery get case camera lens got bulge comfortable holding can use case make flush i took one star i seem ejector tool sealed box mobile don't time go get replacement ,Oct,2016,,Yes,Yes,Yes,,,,Yes,
140,Oneplus3,3,12-Feb-17,the phone excellent problem related service else i give stars amazon quick delivery i love phone i gifted one father but problem charger nearest service center town far away i quite disappointed i arrange travel stay arrangements can get phone serviced there way amazon one plus helpline ready help he warranty will get free charger exchange need travel way town this usually problem phone working fine problem got bad situation and guarantees need service phone bought,Feb,2017,,Yes,,,,,,,Yes
141,Oneplus3,4,08-Nov-16,super smooth feat speed built quality great its gives stunning performance dash charge fast but main drawback battery poor battery backup even normal use charge twice day irritating lot camera decent good daylight but overall just good camera great compare s i if problem charging twice day miss beast,Nov,2016,,Yes,Yes,Yes,,,,Yes,
142,Oneplus3,5,22-Sep-16,i always thought apples Hamsun world produce best phones one plus beats many products hands people looking new phones can check option seriously,Sep,2016,,,,Yes,,,,,
143,Oneplus3,5,25-May-18,after close two years using phone phone still works just like new the processing speed battery pap switching speed still amazes usually phone tends deteriorate performance years pass one plus certainly done great job,May,2018,,Yes,,,,,,Yes,
144,Oneplus3,4,13-Oct-16,received product week ordered nevertheless phone stupendous incredible beautiful it great looks premium feel hands lightweight display really good battery back good along dash charge superb camera really good say par phone s s edge beats terms sharpness clarity overall good camera great outdoor pica good indoor shots sound loud average say there place can pinpoint weakness maybe camera sensor better tried well sensor provided really good much complain either yes battery ham nice its lag free smooth fast price steal compromise one plus time overall great device best alongside s edge phone s,Oct,2016,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes
145,Oneplus3,5,22-Dec-16,the day i purchased i lost i know lock fingerprint many things but within week i really liked features phone best part unlike phone takes hardly time get fully charged battery back good,Dec,2016,,Yes,,,Yes,,,,
146,Oneplus3,5,26-Oct-16,thank one plus manufacturing one plus far better android phones faster apple one plus rd done great job needed quick easy access unlock high security n u gave us fastest locking screen double tapping long press go previous pap extra features screen also great features one plus introduced hope Indian manufacturers compete one plus collaborate,Oct,2016,,,,Yes,,,Yes,Yes,
147,Oneplus3,1,10-Aug-17,bought one plus just months back device getting hot battery completely drains hrs it hangs wife getting connected the reason given compress manufacturer software updated they service centers unlike phones amazon ban devices instead promoting big sale never buy this product,Aug,2017,,Yes,,Yes,,,Yes,,
148,Oneplus3,4,05-Oct-16,some glitches for example allow give permissions new paps i go safe mode modifications another allow enter developers mode i also paps hanging case ass Zeno GB ram,Oct,2016,,,,,,Yes,,,
149,Oneplus3,5,24-Oct-16,one plus best phone ever used love phone superb built quality strong great specs great camera great OS super fast touch id accurate time alert slider great addition soft gold best hate camera bump thing didn't like camera bump dash charging awesome need worry battery full day charge muns,Oct,2016,,Yes,Yes,Yes,,,Yes,Yes,
150,Oneplus3,4,16-Oct-16,nice phone i personally like phone biz can lot customization all specs great works well steel slim handy features good slider bar i like function camera nice photos crisp should improve low lee photos and one big disappointed no FM radio inbuilt pap flash okay kind last thing notification ii customization colors rest good worth buying it,Oct,2016,,,Yes,Yes,,Yes,,,
151,Oneplus3,5,18-Sep-16,don't think just buy mentioned flagship killer features performance extra ordinary dash charge i loves you get good phone k from last two years using one plus one now upgraded request opp provide earphones its worth buy trust ,Sep,2016,Yes,Yes,,,,,,Yes,
152,Oneplus3,5,14-Oct-16,delivery slow product excellent it sleek elegant easy use good product one considering buy smart phone go ,Oct,2016,,,,Yes,,,,,
153,Oneplus3,4,14-Sep-16,awesome phone actually switched nexus so battery life memory always problem otherwise nexus great device so coming one plus fast stock android feel good featureless ennui and dash charge fast i give downward facing speaker still clearer decent look feel is simply great phone s heating i heavy user camera good esp i liked d manual mode natural light photos really good,Sep,2016,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,
154,Oneplus3,4,09-Oct-16,anyone seeking to buy one plus should wait for one plus t the latest upcoming model which will b available from th DEC on amazon changes in one plus t are mp front cam op mp front snapdragon chip set op processor ham battery op ham price op so wait for the new model op t or wait for reasonable price drop in op old,Oct,2016,,Yes,Yes,,,,Yes,,Yes
155,Oneplus3,4,17-Dec-16,firstly thank amazon phone although written next day guaranteed delivery i got three days fine three days quite fast the phone simply brilliant i guess needs reviews since already received much appreciation works quite good dash charging superb hour charges around camera loud speaker everything perfect and course GB ram snapdragon processor,Dec,2016,Yes,Yes,Yes,,,Yes,Yes,Yes,
156,Oneplus3,4,14-Feb-17,you know inside good but outside problems least mi still getting used grip i phones vie used earlier it still feels like will slip hand maybe due curved edges the power volume buttons prone getting pressed just holding phone case phone vie used till date mi now using phone cover issues with cover i get good grip buttons safe makes lot bulky beats whole point sleek phone,Feb,2017,Yes,,,Yes,,,,Yes,
157,Oneplus3,5,08-Nov-16,its week since vie used phone fast charging awesome time hour battery lasts day normal use screen great speaker good giving good quality picture sound watching videos device even casting mirroring far lag video streaming web browsing paps open fast camera good great seem many modes hope can release software tweak slow motion video recording nice feature nice software tweaks makes life pretty user friendly like shortcut torch via gesture quick memo pap great experience first week hope trust will continue ,Nov,2016,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,
158,Oneplus3,5,20-Dec-16,i can confidently say one plus best phone available market the screen awesome battery backup excellent fast hang ups go guys mi using last month extremely satisfied product,Dec,2016,,Yes,,Yes,,,,Yes,
159,Oneplus3,5,21-Jul-16,phone looks absolutely awesome performance superb camera quality good doesn't heat gaming charging dash charging super fast simply buy phone really happy ,Jul,2016,,Yes,Yes,Yes,,,,Yes,
160,Oneplus3,4,22-Nov-16,no lag days heavy usage even pros i know i write i got small beast phone pocket f may write super ambled screen rear camera dash charging to min finishing graphite coating back like graphite speakers best quality accidental coverage free one year GB ram lag pure stock android bloat ware cons selfish camera wide angle one takes time get used front flash thats review using days ,Nov,2016,,Yes,Yes,Yes,,Yes,Yes,Yes,
161,Oneplus3,4,04-Nov-16,cant give five stars everything looking great phone unfortunately restarts many times its much hindrance i really return phone take pain transferring data settings quite unexpected one plus so one star less,Nov,2016,,,,Yes,,,,,
162,Oneplus3,4,03-Dec-16,good built quality can improve ii experience ii skin good Hamsun galaxy phones there user unfriendly experience using MSG ams call options unread unnoticed calls mags visible top respective pap camera quality average compare Hamsun phones similar rave,Dec,2016,,,Yes,,,,,,
163,Oneplus3,5,25-Nov-16,i just love enough said i know t going awesome i may bought extra bucks shell my toluene one still working perfectly its faster easier i waiting n update,Nov,2016,,,,,,,Yes,Yes,
164,Oneplus3,5,30-Jun-16,indeed nice phone mention pros just forget switch hf mode clicking shots phone delivered estimated date happy shopping experience,Jun,2016,,,Yes,,,,,,
165,Oneplus3,1,24-Oct-17,worst phone purchased via amazon i ordered don two times after day stopped working properly months it corning gorilla glass specialized saved deadly drops unfortunately my one plus got totally broken even via just simple drop i strongly ask amazon get don either replaced full refund,Oct,2017,,,,Yes,,,,,
166,Oneplus3,5,17-Oct-16,i never used one plus products i totally happy satisfied one plus i waited long gold version one plus worth with features ideal smart phone carry i must lot the touch commendable ambled hf display camera taking great pictures fast charging super sexy metal body GB ram super feature sits money value phone the soft gold color sober classy shiny can called unisex color the things phone lacks micro SD card battery life little bit less negligible its definitely flagship killer it will challenge phones twice price best phone price range must buy super elegant color i loved ,Oct,2016,,Yes,Yes,Yes,,Yes,,Yes,Yes
167,Oneplus3,4,06-Jan-17,phone decent however noticed strange behavior traveling London map pointer always offset degree it working fine India read article Google compass calibration worked back camera good proper lights during low light captures grainy pictures bad front camera OK battery last day usage phone fast lag ,Jan,2017,,Yes,Yes,,,,,Yes,
168,Oneplus3,1,24-Aug-18,motherboard failure exactly one year one plus service center asked k replace i bought one plus earlier huge battery issues in general mi recommending one plus products anymore,Aug,2018,,Yes,,,,,,Yes,
169,Oneplus3,5,16-Nov-16,after two weeks usage i got much impression beast awesome performance awesome experience this first one plus i really appreciate team i will update full review one month usage,Nov,2016,,Yes,,,,,Yes,Yes,
170,Oneplus3,5,26-Oct-16,a classy phone lives reputation really smooth ii cyanogen software allow bloat ware the camera quality decent snapdragon chip set seamlessly addresses open paps without lag pure unadulterated fun highly recommended,Oct,2016,,,Yes,,,,Yes,Yes,
171,Oneplus3,4,05-Jan-17,it really good mobile looking good light weighted stand time also high comparatively mobile takes hardly hr fully recharge appreciated i definitely recommended cell phone ,Jan,2017,,,,Yes,,,,,
172,Oneplus3,5,25-Sep-16,this real flagship killer mobile at price rs u get whopping GB ram inbuilt GB memory plus loads features terms camera display etc forget expensive phones ordered show this product gives almost apple phone half market price just go as regards cons mobile phone nobody perfect world even expensive useless disorderedness flagship killer save extra money adventures life,Sep,2016,,Yes,Yes,Yes,,Yes,,,Yes
173,Oneplus3,5,22-Feb-17,this master piece mi huge mi fan amazing compare best mi one plus mi sure difficult judge winner u wanna buy latest phone latest Hamsun afford go never regret ,Feb,2017,,,,,,,,,
174,Oneplus3,3,25-Sep-16,best but coma support no video cellular call support oxygen OS customization cant delete call history someone only quad core processor lagging time jig g network signal time working need restart phone no toggle silent vibrate mode not dual active mean one seem g working only g and calling one seem its ram Dr Dr fell GB and many and battery backup low,Sep,2016,Yes,Yes,,,,Yes,Yes,,
175,Oneplus3,4,11-Sep-16,not expert will share i experienced past one month positives looks performance weight overall feel response charging fingerprint sensor normal heating battery touch camera screen clarity speaker lacking vibration silent scheduled power function Ir expandable memory not good grip slider button c type charging port gestures,Sep,2016,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,
176,Oneplus3,4,18-Oct-16,everything phone perfect except media server bug causing phone battery drained rate every minutes the fix i find use GB space in spite id still give good one plus please fix bug,Oct,2016,,Yes,,Yes,,Yes,,,
177,Oneplus3,5,31-Oct-16,best android till date wait purchase enjoy quality product its really treat use mobile no cons thanks amazon usual packing delivery,Oct,2016,,,,Yes,,,Yes,,
178,Oneplus3,2,27-Jan-17,battery back pathetic really guys u r regularly on line u need charge phone almost thrice day really bad experience phone heats lot even humongous GB ram hangs say guys spending k really sucks highly disappointed,Jan,2017,,Yes,,,,Yes,,,
179,Oneplus3,4,16-Oct-17,great phone enough said after months usage i noticed problem ring tone most time volume gets reset zero end missing calls also runs hot watching videos otherwise smooth super fast phone,Oct,2017,Yes,Yes,,,,,,Yes,
180,Oneplus3,4,02-Nov-16,phone Thibaut Nadiya hie pr amazon chi service din warranty kw bad Thibaut hi burs hie poi jaw ab hi Dinah date ink ye bi Dinah para chi Jo product quo bes hare hie us service center aha hie jam SE key bar phone Marne pr bar alga alga number die quo bi band final jaw ab ye milts hie chi sir ham product Bechtel hie service chi jawbreaker Ammamaria Dinah sap company kw pas jaw whey amazon whey ya service DI hie,Nov,2016,,,,,,,,,Yes
181,Oneplus3,4,29-Oct-16,though i yet experience full potential amazing device thing i put screen protector came reinstalled the screen protector short half cm sides phone that shortness really interacts display viewing experience bogged ,Oct,2016,,,,Yes,,,,,
182,Oneplus3,5,31-Oct-16,great camera great dash charging descent battery awesome display great aluminum body great d covered display gives little bit feeling edge display best think fastest finger print scanner everything great phone you get anything better price only problem facing able get good accessories phone like back cover tempered glass tempered glasses available small fir screen due d glass phone but found awesome shatter proof flexible glass feel better tempered glass also fits perfectly covers whole screen ,Oct,2016,,Yes,Yes,Yes,Yes,,,,Yes
183,Oneplus3,5,03-Feb-17,amazing phone loving experience dash charging great thing especially careless person like often forgets charge phone puts phone charging forgets turn power user interaction also smooth really fast voice quality camera also ,Feb,2017,Yes,Yes,Yes,,,,,Yes,
184,Oneplus3,5,29-Oct-18,there much write phone epic smart phone company smart phone the resale value charts i will prefer one plus device ,Oct,2018,,,,Yes,,,,,
185,Oneplus3,1,04-Oct-17,i facing lot problem hand set the voice quality satisfactory cases hearing well microphone side finally took decision move back Hamsun buy new products established brand would also suggest amazon play brand reputation promote unreliable products you can well see account purchased two mobiles now regretting since last months,Oct,2017,Yes,,,Yes,,,,,
186,Oneplus3,2,31-Aug-17,writing review months usage a well designed phone good ii performance worst ever battery life lasts nothing hrs per charge dash charge big sham charges fast drains super fast,Aug,2017,,Yes,,,,,,Yes,
187,Oneplus3,4,28-Dec-16,very nice awesome flagship killer the con till now much pleased rear camera i expect better but see tweaking camera settings will help apart sheer masterpiece till now,Dec,2016,,,Yes,,,,,,
188,Oneplus3,4,31-Oct-16,awesome very good smart phone affordable price however heating problems especially charging gaming performance just great i played Leos fortune marvel future fight temple run all just perfect without lags frame drops camera also good oxygen ii just awesome mi highly impressed hardware quality genuine a flagship among top smart phones buy ,Oct,2016,,Yes,Yes,,,,,Yes,Yes
189,Oneplus3,4,28-Sep-16,the delivery time the piece looks really nice hand it best phone range there no tog set headphones box expect a screen guard default installed device but still will need tampered glass something when u order phone just order back panel cover together because phone little slippery rest great thanks amazon,Sep,2016,Yes,,,Yes,,,,,
190,Oneplus3,5,31-Oct-16,excellent phone one plus big fan one plus i one plus already one standout compared looks specs every thing good main plus point charging speed terrible experience one plus hrs charging time one plus takes hr thanks dash charging k range best phone go ,Oct,2016,,Yes,,Yes,,,,Yes,
