Attribute,TFIDF
reputation,9.210340372
request,18.44439727
requesting,5.298317367
require,9.210340372
required,5.298317367
resale,5.298317367
research,9.210340372
resembles,5.298317367
reset,9.210340372
residual,5.298317367
resistance,5.298317367
resolution,18.44439727
resolve,11.73606902
resolved,9.210340372
respective,5.298317367
respond,4.199705078
responding,5.298317367
response,12.59911523
responsive,9.210340372
rest,16.40020805
restart,11.73606902
restarts,5.298317367
resulting,5.298317367
results,5.298317367
rethink,5.298317367
retina,5.298317367
retired,5.298317367
return,18.44439727
returned,9.210340372
reversible,5.298317367
review,29.93360621
reviewer,5.298317367
reviews,25.7510066
rich,5.298317367
right,26.10379884
ring,10.81411575
ringing,5.298317367
rings,5.298317367
rite,3.688879454
road,4.605170186
roam,5.298317367
robust,9.210340372
robustness,5.298317367
rocked,5.298317367
ROM,5.298317367
room,5.298317367
root,5.298317367
rosewood,5.298317367
rounder,5.298317367
rs,3.566749439
rude,4.605170186
rugged,5.298317367
run,8.987196821
running,9.210340372
runs,21.03934738
rupees,4.605170186
s,0
sad,14.75551782
safe,14.75551782
safety,5.298317367
said,21.03934738
sale,7.377758908
sales,9.210340372
sandstone,5.298317367
sanity,5.298317367
sans,5.298317367
sap,2.465104022
sapwood,5.298317367
satisfaction,9.210340372
satisfactory,5.298317367
satisfied,18.44439727
saturated,5.298317367
Saturday,10.59663473
saved,5.298317367
saver,5.298317367
saves,9.210340372
saw,12.59911523
say,37.22964052
saying,5.298317367
says,9.210340372
scan,4.199705078
scanner,9.210340372
sch,3.506557897
scheduled,13.81551056
scheme,5.298317367
scratch,17.53278949
scratches,9.210340372
screen,98.44922187
screens,5.298317367
screes,5.298317367
screws,5.298317367
scroll,5.298317367
SD,5.298317367
SE,5.298317367
sealed,5.298317367
seamless,4.605170186
search,7.824046011
searching,9.210340372
seasons,5.298317367
sec,2.659260037
second,20.97012591
secondary,9.210340372
seconds,5.298317367
secure,13.81551056
security,9.210340372
see,25.10327998
seeking,5.298317367
seem,37.88592966
seems,23.46685052
seen,5.298317367
segment,16.79882031
self,11.06663836
selfish,9.210340372
seller,12.59911523
selling,9.210340372
send,9.210340372
sensor,26.96159046
sensors,13.81551056
separate,5.298317367
September,5.298317367
series,10.59663473
serious,3.912023005
server,5.298317367
serves,5.298317367
service,82.03052713
serviced,5.298317367
services,9.210340372
set,20.72326584
sets,5.298317367
setting,4.199705078
settings,9.210340372
settle,13.81551056
several,9.210340372
sexy,12.59911523
sham,4.605170186
shape,5.298317367
share,9.210340372
sharp,8.399410156
sharpness,5.298317367
shatter,9.210340372
sheer,5.298317367
shell,5.298317367
shes,5.298317367
shifted,5.298317367
shiny,5.298317367
shipment,5.298317367
shipped,5.298317367
shock,4.605170186
shocked,5.298317367
shoot,5.298317367
shopping,5.298317367
short,14.75551782
shortcut,5.298317367
shortness,5.298317367
shots,12.59911523
shoulder,5.298317367
show,7.013115795
showed,5.298317367
showing,5.298317367
shows,9.210340372
shutter,5.298317367
side,24.28002405
sides,8.399410156
sight,4.605170186
sign,2.813410717
signal,4.605170186
signals,5.298317367
significant,5.298317367
silent,12.59911523
similar,18.44439727
simple,21.03934738
simultaneous,5.298317367
sin,1.021651248
single,23.46685052
sir,9.210340372
sis,3.688879454
sister,9.210340372
sites,4.605170186
sits,9.210340372
situation,5.298317367
size,9.210340372
skin,3.912023005
skipping,5.298317367
slapped,5.298317367
sleek,21.03934738
slider,17.53278949
sliders,5.298317367
sliding,5.298317367
slight,3.912023005
slightest,5.298317367
slim,19.56011503
slip,3.101092789
slippery,9.656627475
slot,5.298317367
slots,5.298317367
slow,24.80874231
slowing,5.298317367
SLR,13.81551056
sluggishness,5.298317367
small,18.44439727
smart,69.02291263
smooth,36.97656034
snap,5.800844187
snapdragon,23.46685052
snappiness,5.298317367
snappy,12.59911523
sober,5.298317367
soft,16.96210829
software,59.16249654
sold,5.298317367
solid,5.298317367
solution,6.704814435
solved,4.199705078
solving,5.298317367
someone,5.298317367
something,19.56011503
sorry,9.210340372
sort,5.298317367
sorted,5.298317367
sot,5.298317367
soul,5.298317367
sound,34.80506512
space,15.64809202
spare,5.298317367
speaker,28.13410717
speakers,15.64809202
speaking,5.298317367
spec,5.228907915
specialized,5.298317367
specification,3.506557897
specifications,18.44439727
specs,31.91112044
speed,42.82210365
speeds,12.59911523
speedy,5.298317367
spend,3.912023005
spending,12.59911523
spent,5.298317367
spite,3.506557897
splayed,5.298317367
spoils,5.298317367
sports,5.298317367
ssh,5.298317367
st,0.083381609
stability,5.298317367
stabilization,5.298317367
stand,7.577185933
standard,7.824046011
standards,5.298317367
standby,13.81551056
standout,5.298317367
star,29.29933407
starches,5.298317367
stars,18.44439727
started,19.56011503
stated,5.298317367
states,9.210340372
station,5.298317367
stay,8.399410156
stays,5.298317367
steal,5.298317367
steel,5.298317367
stellar,5.298317367
stereo,5.298317367
stick,4.199705078
stickler,5.298317367
sticks,5.298317367
stock,24.54590528
stolen,5.298317367
stones,5.298317367
stop,2.813410717
stopped,34.80506512
storage,25.82215618
store,9.210340372
strange,9.210340372
streaming,5.298317367
stress,5.298317367
strict,5.298317367
strong,11.73606902
structure,5.298317367
students,5.298317367
stuff,5.298317367
stunning,9.210340372
stupendous,9.210340372
sturdy,5.298317367
stutter,5.298317367
stylish,5.298317367
sub,20.1144433
subject,10.59663473
submit,5.298317367
subsequent,5.298317367
substandard,5.298317367
subtle,5.298317367
sucked,5.298317367
sucks,12.59911523
sud,3.912023005
sudden,9.210340372
sufficed,5.298317367
suggest,24.80874231
suggestion,4.605170186
suggestions,5.298317367
sun,2.253794929
Sunday,5.298317367
super,32.64353326
superb,33.7609286
superiority,5.298317367
support,25.7510066
supportive,5.298317367
supports,9.210340372
supposed,5.298317367
sure,9.656627475
surfing,5.298317367
surprised,5.298317367
surprising,5.298317367
survive,5.298317367
swear,5.298317367
sweet,5.298317367
swipe,5.298317367
switch,8.701266281
switched,21.03934738
switching,9.210340372
system,13.81551056
t,0.050125418
tabs,5.298317367
tag,11.73606902
take,13.81551056
taken,4.605170186
takes,33.7609286
taking,12.59911523
talk,4.199705078
talked,5.298317367
talking,5.298317367
Tamil,5.298317367
tampered,5.298317367
tanker,5.298317367
tap,8.399410156
tapping,5.298317367
tasking,4.199705078
tasks,5.298317367
team,18.44439727
tech,10.51967369
technical,8.399410156
technology,5.298317367
tell,7.824046011
tells,5.298317367
tempered,20.99852539
temple,5.298317367
tend,3.688879454
tends,12.59911523
terms,22.13327672
terrible,5.298317367
test,10.10291458
testing,9.210340372
text,13.81551056
texture,5.298317367
thank,20.28415436
thanks,39.38775003
themes,5.298317367
Thibaut,10.59663473
thick,5.298317367
thin,3.325987874
thing,27.25429919
things,28.96988242
think,31.08320599
thinking,9.210340372
third,5.298317367
thought,20.1144433
thoughts,5.298317367
thousands,5.298317367
threw,5.298317367
thrice,5.298317367
throw,4.605170186
thrown,5.298317367
thumbs,9.210340372
time,63.25822488
times,30.90184878
tiny,5.298317367
tip,5.298317367
tis,2.900422094
told,18.44439727
tolerable,5.298317367
toll,5.298317367
toluene,5.298317367
tone,10.51967369
tones,8.399410156
took,15.64809202
tool,9.210340372
top,18.03035943
torch,5.298317367
total,4.199705078
touch,26.10379884
touched,5.298317367
touching,5.298317367
town,10.59663473
tracking,5.298317367
train,5.298317367
transactions,5.298317367
transfer,4.605170186
transferring,5.298317367
transmit,5.298317367
travel,19.56011503
traveling,9.210340372
tray,5.298317367
treat,7.824046011
treating,5.298317367
treats,5.298317367
trial,5.298317367
tried,18.44439727
trigger,5.298317367
trouble,9.210340372
troubling,5.298317367
TRUE,12.59911523
trust,25.7510066
try,23.46685052
trying,5.298317367
tube,15.64809202
tum,5.298317367
turn,12.40437116
turns,9.210340372
TV,5.298317367
tweak,4.605170186
tweaking,5.298317367
tweaks,5.298317367
twice,10.51967369
twist,5.298317367
type,29.95732274
types,5.298317367
u,0.090453023
ultimate,12.59911523
ultra,11.73606902
unaccounted,5.298317367
unadulterated,5.298317367
unbeatable,9.210340372
unbeaten,5.298317367
unchanging,4.199705078
unchangingness,9.210340372
understand,15.64809202
understood,5.298317367
unexpected,5.298317367
unfortunate,3.688879454
unfriendly,5.298317367
uniformity,5.298317367
unisex,5.298317367
universal,5.298317367
unlock,8.399410156
unlocking,5.298317367
unnatural,5.298317367
unnoticed,5.298317367
unread,5.298317367
unreliable,5.298317367
unused,5.298317367
upcoming,5.298317367
update,15.15437187
updated,9.210340372
updates,27.9098351
upgrade,4.199705078
upgraded,5.298317367
upgrades,5.298317367
Ur,9.210340372
urging,5.298317367
usable,10.59663473
usage,55.84446078
use,40.43139241
used,63.24684568
useful,12.59911523
useless,9.210340372
user,36.57433932
users,5.298317367
uses,5.298317367
using,80.40507294
usual,7.377758908
utility,9.210340372
utilization,9.210340372
value,23.46685052
variant,9.210340372
variety,5.298317367
various,9.210340372
verdict,15.64809202
versify,4.605170186
version,11.06663836
versions,5.298317367
vibrant,12.59911523
vibrate,9.210340372
video,35.53378412
videos,12.59911523
vie,19.81990786
viewing,9.210340372
views,3.101092789
VIP,5.298317367
virus,5.298317367
visa,4.605170186
visible,19.56011503
visit,12.59911523
visited,5.298317367
voice,22.53213077
voices,5.298317367
volt,12.59911523
volume,32.18875825
vulnerable,5.298317367
wait,16.09437912
waited,9.210340372
waiting,12.59911523
wall,4.605170186
Walliw,5.298317367
wallpaper,5.298317367
wanna,5.298317367
want,26.96159046
wanted,5.298317367
ware,10.81411575
warm,5.298317367
warranter,5.298317367
warranty,23.47213803
was,12.8755033
waste,8.399410156
wasted,5.298317367
watching,15.64809202
water,9.210340372
way,18.71497388
ways,5.318520074
weakness,5.298317367
web,3.912023005
website,8.399410156
websites,5.298317367
Wednesday,5.298317367
week,20.72213732
weeks,25.7510066
weighs,5.298317367
weight,18.60655674
weighted,5.298317367
welcome,5.298317367
well,2.253794929
went,26.81925774
whats,3.912023005
whelming,5.298317367
white,5.298317367
whole,25.7510066
whooping,5.298317367
whopping,5.298317367
wide,4.605170186
wife,21.03934738
window,8.399410156
windows,5.298317367
winner,5.298317367
wins,5.298317367
wise,9.303278368
wish,12.59911523
withstand,5.298317367
won,5.800844187
wonder,7.013115795
wonderful,12.59911523
wondering,5.298317367
wont,8.399410156
word,11.06663836
words,5.298317367
work,8.047189562
worked,15.64809202
working,54.13920291
works,39.88890055
world,15.64809202
worries,5.298317367
worry,15.64809202
worse,5.298317367
worst,9.210340372
worth,37.22964052
wow,9.210340372
wrapper,5.298317367
write,19.56011503
writing,12.59911523
written,9.210340372
wrong,15.64809202
wrote,5.298317367
Xanadu,5.298317367
year,32.44234726
years,31.01092789
yesterday,5.298317367
yrs,5.298317367
Zeno,5.298317367
zero,7.824046011
zoom,4.605170186
zooming,5.298317367
